Time (ns),SCLK,MOSI,MISO,SS_N,BUSY,IRQ,DATA
2420000,0,0,0,b11110111,1,0,bx
2430000,1,0,0,b11110111,1,0,bx
2440000,1,0,0,b11110111,1,0,bx
2450000,1,0,0,b11110111,1,0,bx
2460000,1,0,0,b11110111,1,0,bx
2470000,1,0,0,b11110111,1,0,bx
2480000,1,0,0,b11110111,1,0,bx
2490000,1,0,0,b11110111,1,0,bx
2500000,1,0,0,b11110111,1,0,bx
2510000,0,1,0,b11110111,1,0,bx
2520000,0,1,0,b11110111,1,0,bx
2530000,0,1,0,b11110111,1,0,bx
2540000,0,1,0,b11110111,1,0,bx
2550000,0,1,0,b11110111,1,0,bx
2560000,0,1,0,b11110111,1,0,bx
2570000,0,1,0,b11110111,1,0,bx
2580000,0,1,0,b11110111,1,0,bx
2590000,1,1,0,b11110111,1,0,bx
2600000,1,1,0,b11110111,1,0,bx
2610000,1,1,0,b11110111,1,0,bx
2620000,1,1,0,b11110111,1,0,bx
2630000,1,1,0,b11110111,1,0,bx
2640000,1,1,0,b11110111,1,0,bx
2650000,1,1,0,b11110111,1,0,bx
2660000,1,1,0,b11110111,1,0,bx
2670000,0,0,0,b11110111,1,0,bx
2680000,0,0,0,b11110111,1,0,bx
2690000,0,0,0,b11110111,1,0,bx
2700000,0,0,0,b11110111,1,0,bx
2710000,0,0,0,b11110111,1,0,bx
2720000,0,0,0,b11110111,1,0,bx
2730000,0,0,0,b11110111,1,0,bx
2740000,0,0,0,b11110111,1,0,bx
2750000,1,0,0,b11110111,1,0,bx
2760000,1,0,0,b11110111,1,0,bx
2770000,1,0,0,b11110111,1,0,bx
2780000,1,0,0,b11110111,1,0,bx
2790000,1,0,0,b11110111,1,0,bx
2800000,1,0,0,b11110111,1,0,bx
2810000,1,0,0,b11110111,1,0,bx
2820000,1,0,0,b11110111,1,0,bx
2830000,0,1,0,b11110111,1,0,bx
2840000,0,1,0,b11110111,1,0,bx
2850000,0,1,0,b11110111,1,0,bx
2860000,0,1,0,b11110111,1,0,bx
2870000,0,1,0,b11110111,1,0,bx
2880000,0,1,0,b11110111,1,0,bx
2890000,0,1,0,b11110111,1,0,bx
2900000,0,1,0,b11110111,1,0,bx
2910000,1,1,0,b11111111,0,1,b0
2920000,1,1,0,b11111111,0,1,b0
2930000,1,1,0,b11111111,0,0,b0
2940000,1,1,0,b11111111,0,0,b0
2950000,1,1,0,b11111111,0,0,b0
2960000,1,1,0,b11111111,0,0,b0
2970000,1,1,0,b11111111,0,0,b0
2980000,1,1,0,b11111111,0,0,b0
2990000,1,1,0,b11111111,0,0,b0
3000000,1,1,0,b11111111,0,0,b0
3010000,1,1,0,b11111111,0,0,b0
3020000,1,1,0,b11111111,0,0,b0
3030000,1,1,0,b11111111,0,0,b0
3040000,1,1,0,b11111111,0,0,b0
3050000,1,1,0,b11111111,0,0,b0
3060000,1,1,0,b11111111,0,0,b0
3070000,1,1,0,b11111111,0,0,b0
3080000,1,1,0,b11111111,0,0,b0
3090000,1,1,0,b11111111,0,0,b0
3100000,1,1,0,b11111111,0,0,b0
3110000,1,1,0,b11111111,0,0,b0
3120000,1,1,0,b11111111,0,0,b0
3130000,1,1,0,b11110111,1,0,b0
3140000,1,1,0,b11110111,1,0,b0
3150000,1,1,0,b11110111,1,0,b0
3160000,1,1,0,b11110111,1,0,b0
3170000,1,1,0,b11110111,1,0,b0
3180000,1,1,0,b11110111,1,0,b0
3190000,1,1,0,b11110111,1,0,b0
3200000,1,1,0,b11110111,1,0,b0
3210000,1,1,0,b11110111,1,0,b0
3220000,1,1,0,b11110111,1,0,b0
3230000,1,1,0,b11110111,1,0,b0
3240000,1,1,0,b11110111,1,0,b0
3250000,0,0,0,b11110111,1,0,b0
3260000,0,0,0,b11110111,1,0,b0
3270000,0,0,0,b11110111,1,0,b0
3280000,0,0,0,b11110111,1,0,b0
3290000,0,0,0,b11110111,1,0,b0
3300000,0,0,0,b11110111,1,0,b0
3310000,0,0,0,b11110111,1,0,b0
3320000,0,0,0,b11110111,1,0,b0
3330000,1,0,0,b11110111,1,0,b0
3340000,1,0,0,b11110111,1,0,b0
3350000,1,0,0,b11110111,1,0,b0
3360000,1,0,0,b11110111,1,0,b0
3370000,1,0,0,b11110111,1,0,b0
3380000,1,0,0,b11110111,1,0,b0
3390000,1,0,0,b11110111,1,0,b0
3400000,1,0,0,b11110111,1,0,b0
3410000,0,1,0,b11110111,1,0,b0
3420000,0,1,0,b11110111,1,0,b0
3430000,0,1,0,b11110111,1,0,b0
3440000,0,1,0,b11110111,1,0,b0
3450000,0,1,0,b11110111,1,0,b0
3460000,0,1,0,b11110111,1,0,b0
3470000,0,1,0,b11110111,1,0,b0
3480000,0,1,0,b11110111,1,0,b0
3490000,1,1,0,b11110111,1,0,b0
3500000,1,1,0,b11110111,1,0,b0
3510000,1,1,0,b11110111,1,0,b0
3520000,1,1,0,b11110111,1,0,b0
3530000,1,1,0,b11110111,1,0,b0
3540000,1,1,0,b11110111,1,0,b0
3550000,1,1,0,b11110111,1,0,b0
3560000,1,1,0,b11110111,1,0,b0
3570000,0,0,0,b11110111,1,0,b0
3580000,0,0,0,b11110111,1,0,b0
3590000,0,0,0,b11110111,1,0,b0
3600000,0,0,0,b11110111,1,0,b0
3610000,0,0,0,b11110111,1,0,b0
3620000,0,0,0,b11110111,1,0,b0
3630000,0,0,0,b11110111,1,0,b0
3640000,0,0,0,b11110111,1,0,b0
3650000,1,0,0,b11110111,1,0,b0
3660000,1,0,0,b11110111,1,0,b0
3670000,1,0,0,b11110111,1,0,b0
3680000,1,0,0,b11110111,1,0,b0
3690000,1,0,0,b11110111,1,0,b0
3700000,1,0,0,b11110111,1,0,b0
3710000,1,0,0,b11110111,1,0,b0
3720000,1,0,0,b11110111,1,0,b0
3730000,0,1,0,b11110111,1,0,b0
3740000,0,1,0,b11110111,1,0,b0
3750000,0,1,0,b11110111,1,0,b0
3760000,0,1,0,b11110111,1,0,b0
3770000,0,1,0,b11110111,1,0,b0
3780000,0,1,0,b11110111,1,0,b0
3790000,0,1,0,b11110111,1,0,b0
3800000,0,1,0,b11110111,1,0,b0
3810000,1,1,0,b11110111,1,0,b0
3820000,1,1,0,b11110111,1,0,b0
3830000,1,1,0,b11110111,1,0,b0
3840000,1,1,0,b11110111,1,0,b0
3850000,1,1,0,b11110111,1,0,b0
3860000,1,1,0,b11110111,1,0,b0
3870000,1,1,0,b11110111,1,0,b0
3880000,1,1,0,b11110111,1,0,b0
3890000,0,0,0,b11110111,1,0,b0
3900000,0,0,0,b11110111,1,0,b0
3910000,0,0,0,b11110111,1,0,b0
3920000,0,0,0,b11110111,1,0,b0
3930000,0,0,0,b11110111,1,0,b0
3940000,0,0,0,b11110111,1,0,b0
3950000,0,0,0,b11110111,1,0,b0
3960000,0,0,0,b11110111,1,0,b0
3970000,1,0,0,b11110111,1,0,b0
3980000,1,0,0,b11110111,1,0,b0
3990000,1,0,0,b11110111,1,0,b0
4000000,1,0,0,b11110111,1,0,b0
4010000,1,0,0,b11110111,1,0,b0
4020000,1,0,0,b11110111,1,0,b0
4030000,1,0,0,b11110111,1,0,b0
4040000,1,0,0,b11110111,1,0,b0
4050000,0,1,0,b11110111,1,0,b0
4060000,0,1,0,b11110111,1,0,b0
4070000,0,1,0,b11110111,1,0,b0
4080000,0,1,0,b11110111,1,0,b0
4090000,0,1,0,b11110111,1,0,b0
4100000,0,1,0,b11110111,1,0,b0
4110000,0,1,0,b11110111,1,0,b0
4120000,0,1,0,b11110111,1,0,b0
4130000,1,1,0,b11110111,1,0,b0
4140000,1,1,0,b11110111,1,0,b0
4150000,1,1,0,b11110111,1,0,b0
4160000,1,1,0,b11110111,1,0,b0
4170000,1,1,0,b11110111,1,0,b0
4180000,1,1,0,b11110111,1,0,b0
4190000,1,1,0,b11110111,1,0,b0
4200000,1,1,0,b11110111,1,0,b0
4210000,0,0,0,b11110111,1,0,b0
4220000,0,0,0,b11110111,1,0,b0
4230000,0,0,0,b11110111,1,0,b0
4240000,0,0,0,b11110111,1,0,b0
4250000,0,0,0,b11110111,1,0,b0
4260000,0,0,0,b11110111,1,0,b0
4270000,0,0,0,b11110111,1,0,b0
4280000,0,0,0,b11110111,1,0,b0
4290000,1,0,0,b11110111,1,0,b0
4300000,1,0,0,b11110111,1,0,b0
4310000,1,0,0,b11110111,1,0,b0
4320000,1,0,0,b11110111,1,0,b0
4330000,1,0,0,b11110111,1,0,b0
4340000,1,0,0,b11110111,1,0,b0
4350000,1,0,0,b11110111,1,0,b0
4360000,1,0,0,b11110111,1,0,b0
4370000,0,1,0,b11110111,1,0,b0
4380000,0,1,0,b11110111,1,0,b0
4390000,0,1,0,b11110111,1,0,b0
4400000,0,1,0,b11110111,1,0,b0
4410000,0,1,0,b11110111,1,0,b0
4420000,0,1,0,b11110111,1,0,b0
4430000,0,1,0,b11110111,1,0,b0
4440000,0,1,0,b11110111,1,0,b0
4450000,1,1,0,b11110111,1,0,b0
4460000,1,1,0,b11110111,1,0,b0
4470000,1,1,0,b11110111,1,0,b0
4480000,1,1,0,b11110111,1,0,b0
4490000,1,1,0,b11110111,1,0,b0
4500000,1,1,0,b11110111,1,0,b0
4510000,1,1,0,b11110111,1,0,b0
4520000,1,1,0,b11110111,1,0,b0
4530000,0,0,0,b11110111,1,0,b0
4540000,0,0,0,b11110111,1,0,b0
4550000,0,0,0,b11110111,1,0,b0
4560000,0,0,0,b11110111,1,0,b0
4570000,0,0,0,b11110111,1,0,b0
4580000,0,0,0,b11110111,1,0,b0
4590000,0,0,0,b11110111,1,0,b0
4600000,0,0,0,b11110111,1,0,b0
4610000,1,0,0,b11110111,1,0,b0
4620000,1,0,0,b11110111,1,0,b0
4630000,1,0,0,b11110111,1,0,b0
4640000,1,0,0,b11110111,1,0,b0
4650000,1,0,0,b11110111,1,0,b0
4660000,1,0,0,b11110111,1,0,b0
4670000,1,0,0,b11110111,1,0,b0
4680000,1,0,0,b11110111,1,0,b0
4690000,0,1,0,b11110111,1,0,b0
4700000,0,1,0,b11110111,1,0,b0
4710000,0,1,0,b11110111,1,0,b0
4720000,0,1,0,b11110111,1,0,b0
4730000,0,1,0,b11110111,1,0,b0
4740000,0,1,0,b11110111,1,0,b0
4750000,0,1,0,b11110111,1,0,b0
4760000,0,1,0,b11110111,1,0,b0
4770000,1,1,0,b11110111,1,0,b0
4780000,1,1,0,b11110111,1,0,b0
4790000,1,1,0,b11110111,1,0,b0
4800000,1,1,0,b11110111,1,0,b0
4810000,1,1,0,b11110111,1,0,b0
4820000,1,1,0,b11110111,1,0,b0
4830000,1,1,0,b11110111,1,0,b0
4840000,1,1,0,b11110111,1,0,b0
4850000,0,0,0,b11110111,1,0,b0
4860000,0,0,0,b11110111,1,0,b0
4870000,0,0,0,b11110111,1,0,b0
4880000,0,0,0,b11110111,1,0,b0
4890000,0,0,0,b11110111,1,0,b0
4900000,0,0,0,b11110111,1,0,b0
4910000,0,0,0,b11110111,1,0,b0
4920000,0,0,0,b11110111,1,0,b0
4930000,1,0,0,b11110111,1,0,b0
4940000,1,0,0,b11110111,1,0,b0
4950000,1,0,0,b11110111,1,0,b0
4960000,1,0,0,b11110111,1,0,b0
4970000,1,0,0,b11110111,1,0,b0
4980000,1,0,0,b11110111,1,0,b0
4990000,1,0,0,b11110111,1,0,b0
5000000,1,0,0,b11110111,1,0,b0
5010000,0,1,0,b11110111,1,0,b0
5020000,0,1,0,b11110111,1,0,b0
5030000,0,1,0,b11110111,1,0,b0
5040000,0,1,0,b11110111,1,0,b0
5050000,0,1,0,b11110111,1,0,b0
5060000,0,1,0,b11110111,1,0,b0
5070000,0,1,0,b11110111,1,0,b0
5080000,0,1,0,b11110111,1,0,b0
5090000,1,1,0,b11110111,1,0,b0
5100000,1,1,0,b11110111,1,0,b0
5110000,1,1,0,b11110111,1,0,b0
5120000,1,1,0,b11110111,1,0,b0
5130000,1,1,0,b11110111,1,0,b0
5140000,1,1,0,b11110111,1,0,b0
5150000,1,1,0,b11110111,1,0,b0
5160000,1,1,0,b11110111,1,0,b0
5170000,0,0,0,b11110111,1,0,b0
5180000,0,0,0,b11110111,1,0,b0
5190000,0,0,0,b11110111,1,0,b0
5200000,0,0,0,b11110111,1,0,b0
5210000,0,0,0,b11110111,1,0,b0
5220000,0,0,0,b11110111,1,0,b0
5230000,0,0,0,b11110111,1,0,b0
5240000,0,0,0,b11110111,1,0,b0
5250000,1,0,0,b11110111,1,0,b0
5260000,1,0,0,b11110111,1,0,b0
5270000,1,0,0,b11110111,1,0,b0
5280000,1,0,0,b11110111,1,0,b0
5290000,1,0,0,b11110111,1,0,b0
5300000,1,0,0,b11110111,1,0,b0
5310000,1,0,0,b11110111,1,0,b0
5320000,1,0,0,b11110111,1,0,b0
5330000,0,1,0,b11110111,1,0,b0
5340000,0,1,0,b11110111,1,0,b0
5350000,0,1,0,b11110111,1,0,b0
5360000,0,1,0,b11110111,1,0,b0
5370000,0,1,0,b11110111,1,0,b0
5380000,0,1,0,b11110111,1,0,b0
5390000,0,1,0,b11110111,1,0,b0
5400000,0,1,0,b11110111,1,0,b0
5410000,1,1,0,b11110111,1,0,b0
5420000,1,1,0,b11110111,1,0,b0
5430000,1,1,0,b11110111,1,0,b0
5440000,1,1,0,b11110111,1,0,b0
5450000,1,1,0,b11110111,1,0,b0
5460000,1,1,0,b11110111,1,0,b0
5470000,1,1,0,b11110111,1,0,b0
5480000,1,1,0,b11110111,1,0,b0
5490000,0,0,0,b11110111,1,0,b0
5500000,0,0,0,b11110111,1,0,b0
5510000,0,0,0,b11110111,1,0,b0
5520000,0,0,0,b11110111,1,0,b0
5530000,0,0,0,b11110111,1,0,b0
5540000,0,0,0,b11110111,1,0,b0
5550000,0,0,0,b11110111,1,0,b0
5560000,0,0,0,b11110111,1,0,b0
5570000,1,0,0,b11110111,1,0,b0
5580000,1,0,0,b11110111,1,0,b0
5590000,1,0,0,b11110111,1,0,b0
5600000,1,0,0,b11110111,1,0,b0
5610000,1,0,0,b11110111,1,0,b0
5620000,1,0,0,b11110111,1,0,b0
5630000,1,0,0,b11110111,1,0,b0
5640000,1,0,0,b11110111,1,0,b0
5650000,0,1,0,b11110111,1,0,b0
5660000,0,1,0,b11110111,1,0,b0
5670000,0,1,0,b11110111,1,0,b0
5680000,0,1,0,b11110111,1,0,b0
5690000,0,1,0,b11110111,1,0,b0
5700000,0,1,0,b11110111,1,0,b0
5710000,0,1,0,b11110111,1,0,b0
5720000,0,1,0,b11110111,1,0,b0
5730000,1,1,0,b11111111,0,1,b0
5740000,1,1,0,b11111111,0,1,b0
5750000,1,1,0,b11111111,0,0,b0
5760000,1,1,0,b11111111,0,0,b0
5770000,1,1,0,b11110111,1,0,b0
5780000,1,1,0,b11110111,1,0,b0
5790000,1,1,0,b11110111,1,0,b0
5800000,1,1,0,b11110111,1,0,b0
5810000,1,1,0,b11110111,1,0,b0
5820000,1,1,0,b11110111,1,0,b0
5830000,1,1,0,b11110111,1,0,b0
5840000,1,1,0,b11110111,1,0,b0
5850000,1,1,0,b11110111,1,0,b0
5860000,1,1,0,b11110111,1,0,b0
5870000,1,1,0,b11110111,1,0,b0
5880000,1,1,0,b11110111,1,0,b0
5890000,0,0,0,b11110111,1,0,b0
5900000,0,0,0,b11110111,1,0,b0
5910000,0,0,0,b11110111,1,0,b0
5920000,0,0,0,b11110111,1,0,b0
5930000,0,0,0,b11110111,1,0,b0
5940000,0,0,0,b11110111,1,0,b0
5950000,0,0,0,b11110111,1,0,b0
5960000,0,0,0,b11110111,1,0,b0
5970000,1,0,0,b11110111,1,0,b0
5980000,1,0,0,b11110111,1,0,b0
5990000,1,0,1,b11110111,1,0,b0
6000000,1,0,1,b11110111,1,0,b0
6010000,1,0,1,b11110111,1,0,b0
6020000,1,0,1,b11110111,1,0,b0
6030000,1,0,1,b11110111,1,0,b0
6040000,1,0,1,b11110111,1,0,b0
6050000,0,1,1,b11110111,1,0,b0
6060000,0,1,1,b11110111,1,0,b0
6070000,0,1,1,b11110111,1,0,b0
6080000,0,1,1,b11110111,1,0,b0
6090000,0,1,1,b11110111,1,0,b0
6100000,0,1,1,b11110111,1,0,b0
6110000,0,1,1,b11110111,1,0,b0
6120000,0,1,1,b11110111,1,0,b0
6130000,1,1,1,b11110111,1,0,b0
6140000,1,1,1,b11110111,1,0,b0
6150000,1,1,1,b11110111,1,0,b0
6160000,1,1,1,b11110111,1,0,b0
6170000,1,1,1,b11110111,1,0,b0
6180000,1,1,1,b11110111,1,0,b0
6190000,1,1,1,b11110111,1,0,b0
6200000,1,1,1,b11110111,1,0,b0
6210000,0,0,1,b11110111,1,0,b0
6220000,0,0,1,b11110111,1,0,b0
6230000,0,0,1,b11110111,1,0,b0
6240000,0,0,1,b11110111,1,0,b0
6250000,0,0,1,b11110111,1,0,b0
6260000,0,0,1,b11110111,1,0,b0
6270000,0,0,1,b11110111,1,0,b0
6280000,0,0,1,b11110111,1,0,b0
6290000,1,0,1,b11110111,1,0,b0
6300000,1,0,1,b11110111,1,0,b0
6310000,1,0,1,b11110111,1,0,b0
6320000,1,0,1,b11110111,1,0,b0
6330000,1,0,1,b11110111,1,0,b0
6340000,1,0,1,b11110111,1,0,b0
6350000,1,0,1,b11110111,1,0,b0
6360000,1,0,1,b11110111,1,0,b0
