Time (ns),SCLK,MOSI,MISO,SS_N,BUSY,IRQ,DATA
0,0,1,0,1,0,0,x
10200,1,0,1,0,0,1,x
10400,1,0,1,0,0,1,x
10600,1,0,1,0,0,1,x
10800,1,0,1,0,0,1,x
11000,1,0,1,0,0,1,x
11200,1,0,1,0,0,1,x
11400,1,0,1,0,0,1,x
11600,1,0,1,0,0,1,x
11800,1,0,1,0,0,1,x
12000,1,0,1,0,0,1,x
12200,1,0,1,0,0,1,x
12400,1,0,1,0,0,1,x
12600,1,0,1,0,0,1,x
12800,1,0,1,0,0,1,x
13000,1,0,1,0,0,1,x
13200,1,0,1,0,0,1,x
13400,1,0,1,0,0,1,x
13600,1,0,1,0,0,1,x
13800,1,0,1,0,0,1,x
14000,1,0,1,0,0,1,x
14200,1,0,1,0,0,1,x
14400,1,0,1,0,0,1,x
14600,1,0,1,0,0,1,x
14800,1,0,1,0,0,1,x
15000,1,0,1,0,0,1,x
15200,1,0,1,0,0,1,x
15400,1,0,1,0,0,1,x
15600,1,0,1,0,0,1,x
15800,1,0,1,0,0,1,x
18000,1,1,1,0,1,0,x
18200,1,1,1,0,0,0,x
