Time (ns),SCLK,MOSI,MISO,SS_N,BUSY,IRQ,DATA
1710000,1,0,0,b1101,1,0,bx
1720000,1,0,0,b1101,1,0,bx
1730000,0,0,0,b1101,1,0,bx
1740000,0,0,0,b1101,1,0,bx
1750000,0,1,0,b1101,1,0,bx
1760000,0,1,0,b1101,1,0,bx
1770000,1,1,0,b1101,1,0,bx
1780000,1,1,0,b1101,1,0,bx
1790000,0,1,0,b1101,1,0,bx
1800000,0,1,0,b1101,1,0,bx
1810000,0,0,0,b1101,1,0,bx
1820000,0,0,0,b1101,1,0,bx
1830000,1,0,0,b1101,1,0,bx
1840000,1,0,0,b1101,1,0,bx
1850000,0,0,0,b1101,1,0,bx
1860000,0,0,0,b1101,1,0,bx
1870000,0,0,0,b1101,1,0,bx
1880000,0,0,0,b1101,1,0,bx
1890000,1,0,0,b1101,1,0,bx
1900000,1,0,0,b1101,1,0,bx
1910000,0,0,0,b1101,1,0,bx
1920000,0,0,0,b1101,1,0,bx
1930000,0,1,0,b1101,1,0,bx
1940000,0,1,0,b1101,1,0,bx
1950000,1,1,0,b1101,1,0,bx
1960000,1,1,0,b1101,1,0,bx
1970000,0,1,0,b1101,1,0,bx
1980000,0,1,0,b1101,1,0,bx
1990000,0,0,0,b1101,1,0,bx
2000000,0,0,0,b1101,1,0,bx
2010000,1,0,0,b1101,1,0,bx
2020000,1,0,0,b1101,1,0,bx
2030000,0,0,0,b1101,1,0,bx
2040000,0,0,0,b1101,1,0,bx
2050000,0,1,0,b1101,1,0,bx
2060000,0,1,0,b1101,1,0,bx
2070000,1,1,0,b1101,1,0,bx
2080000,1,1,0,b1101,1,0,bx
2090000,0,1,0,b1101,1,0,bx
2100000,0,1,0,b1101,1,0,bx
2110000,0,0,0,b1101,1,0,bx
2120000,0,0,0,b1101,1,0,bx
2130000,1,0,0,b1101,1,0,bx
2140000,1,0,0,b1101,1,0,bx
2150000,0,0,0,b1101,1,0,bx
2160000,0,0,0,b1101,1,0,bx
2170000,0,0,0,b1111,0,0,b0
2180000,0,0,0,b1111,0,0,b0
2190000,0,0,0,b1111,0,0,b0
2200000,0,0,0,b1111,0,0,b0
2210000,0,0,0,b1111,0,0,b0
2220000,0,0,0,b1111,0,0,b0
2230000,0,0,0,b1111,0,0,b0
2240000,0,0,0,b1111,0,0,b0
2250000,0,0,0,b1111,0,0,b0
2260000,0,0,0,b1111,0,0,b0
2270000,0,0,0,b1111,0,0,b0
2280000,0,0,0,b1111,0,0,b0
2290000,0,0,0,b1111,0,0,b0
2300000,0,0,0,b1111,0,0,b0
2310000,0,0,0,b1111,0,0,b0
2320000,0,0,0,b1111,0,0,b0
2330000,0,0,0,b1111,0,0,b0
2340000,0,0,0,b1111,0,0,b0
2350000,0,0,0,b1111,0,0,b0
2360000,0,0,0,b1111,0,0,b0
2370000,0,0,0,b1111,0,0,b0
2380000,0,0,0,b1111,0,0,b0
2390000,0,0,0,b1111,0,0,b0
2400000,0,0,0,b1111,0,0,b0
2410000,0,0,0,b1111,0,0,b0
2420000,0,0,0,b1111,0,0,b0
2430000,0,0,0,b1111,0,0,b0
2440000,0,0,0,b1111,0,0,b0
2450000,0,0,0,b1111,0,0,b0
2460000,0,0,0,b1111,0,0,b0
2470000,0,0,0,b1111,0,0,b0
2480000,0,0,0,b1111,0,0,b0
2490000,0,0,0,b1111,0,0,b0
2500000,0,0,0,b1111,0,0,b0
2510000,0,0,0,b1111,0,0,b0
2520000,0,0,0,b1111,0,0,b0
2530000,0,0,0,b1111,0,0,b0
2540000,0,0,0,b1111,0,0,b0
2550000,0,0,0,b1111,0,0,b0
2560000,0,0,0,b1111,0,0,b0
2570000,0,0,0,b1111,0,0,b0
2580000,0,0,0,b1111,0,0,b0
2590000,0,0,0,b1111,0,0,b0
2600000,0,0,0,b1111,0,0,b0
2610000,0,0,0,b1111,0,0,b0
2620000,0,0,0,b1111,0,0,b0
2630000,0,0,0,b1111,0,0,b0
2640000,0,0,0,b1111,0,0,b0
2650000,0,0,0,b1111,0,0,b0
2660000,0,0,0,b1111,0,0,b0
2670000,0,0,0,b1111,0,0,b0
2680000,0,0,0,b1111,0,0,b0
2690000,0,0,0,b1111,0,0,b0
2700000,0,0,0,b1111,0,0,b0
2710000,0,0,0,b1111,0,0,b0
2720000,0,0,0,b1111,0,0,b0
2730000,0,0,0,b1111,0,0,b0
2740000,0,0,0,b1111,0,0,b0
2750000,0,0,0,b1111,0,0,b0
2760000,0,0,0,b1111,0,0,b0
2770000,0,0,0,b1111,0,0,b0
2780000,0,0,0,b1111,0,0,b0
2790000,0,0,0,b1111,1,0,b0
2800000,0,0,0,b1111,1,0,b0
2810000,0,0,0,b1111,1,0,b0
2820000,0,0,0,b1111,1,0,b0
2830000,0,0,0,b1111,1,0,b0
2840000,0,0,0,b1111,1,0,b0
2850000,0,0,0,b1111,1,0,b0
2860000,0,0,0,b1111,1,0,b0
2870000,0,0,0,b1111,1,0,b0
2880000,0,0,0,b1111,1,0,b0
2890000,0,0,0,b1111,1,0,b0
2900000,0,0,0,b1111,1,0,b0
2910000,0,0,0,b1111,1,0,b0
2920000,0,0,0,b1111,1,0,b0
2930000,0,0,0,b1111,1,0,b0
2940000,0,0,0,b1111,1,0,b0
2950000,0,0,0,b1111,1,0,b1
2960000,0,0,0,b1111,1,0,b1
2970000,0,0,0,b1111,1,0,b1
2980000,0,0,0,b1111,1,0,b1
2990000,0,0,0,b1111,1,0,b1
3000000,0,0,0,b1111,1,0,b1
3010000,0,0,0,b1111,1,0,b1
3020000,0,0,0,b1111,1,0,b1
3030000,0,0,0,b1111,1,0,b1
3040000,0,0,0,b1111,1,0,b1
3050000,0,0,0,b1111,1,0,b11
3060000,0,0,0,b1111,1,0,b11
3070000,0,0,0,b1111,1,0,b11
3080000,0,0,0,b1111,1,0,b11
3090000,0,0,0,b1111,1,0,b11
3100000,0,0,0,b1111,1,0,b11
3110000,0,0,0,b1111,1,0,b11
3120000,0,0,0,b1111,1,0,b11
3130000,0,0,0,b1111,1,0,b11
3140000,0,0,0,b1111,1,0,b11
3150000,0,0,0,b1111,1,0,b110
3160000,0,0,0,b1111,1,0,b110
3170000,0,0,0,b1111,1,0,b110
3180000,0,0,0,b1111,1,0,b110
3190000,0,0,0,b1111,1,0,b110
3200000,0,0,0,b1111,1,0,b110
3210000,0,0,0,b1111,1,0,b110
3220000,0,0,0,b1111,1,0,b110
3230000,0,0,0,b1111,1,0,b110
3240000,0,0,0,b1111,1,0,b110
3250000,0,0,0,b1111,1,0,b1101
3260000,0,0,0,b1111,1,0,b1101
3270000,0,0,0,b1111,1,0,b1101
3280000,0,0,0,b1111,1,0,b1101
3290000,0,0,0,b1111,1,0,b1101
3300000,0,0,0,b1111,1,0,b1101
3310000,0,0,0,b1111,1,0,b1101
3320000,0,0,0,b1111,1,0,b1101
3330000,0,0,0,b1111,1,0,b1101
3340000,0,0,0,b1111,1,0,b1101
3350000,0,0,0,b1111,1,0,b11010
3360000,0,0,0,b1111,1,0,b11010
3370000,0,0,0,b1111,1,0,b11010
3380000,0,0,0,b1111,1,0,b11010
3390000,0,0,0,b1111,1,0,b11010
3400000,0,0,0,b1111,1,0,b11010
3410000,0,0,0,b1111,1,0,b11010
3420000,0,0,0,b1111,1,0,b11010
3430000,0,0,0,b1111,1,0,b11010
3440000,0,0,0,b1111,1,0,b11010
3450000,0,0,0,b1111,1,0,b110100
3460000,0,0,0,b1111,1,0,b110100
3470000,0,0,0,b1111,1,0,b110100
3480000,0,0,0,b1111,1,0,b110100
3490000,0,0,0,b1111,1,0,b110100
3500000,0,0,0,b1111,1,0,b110100
3510000,0,0,0,b1111,1,0,b110100
3520000,0,0,0,b1111,1,0,b110100
3530000,0,0,0,b1111,1,0,b110100
3540000,0,0,0,b1111,1,0,b110100
3550000,0,0,0,b1111,1,0,b1101001
3560000,0,0,0,b1111,1,0,b1101001
3570000,0,0,0,b1111,1,0,b1101001
3580000,0,0,0,b1111,1,0,b1101001
3590000,0,0,0,b1111,1,0,b1101001
3600000,0,0,0,b1111,1,0,b1101001
3610000,0,0,0,b1111,1,0,b1101001
3620000,0,0,0,b1111,1,0,b1101001
3630000,0,0,0,b1111,1,0,b1101001
3640000,0,0,0,b1111,1,0,b1101001
3650000,0,0,0,b1111,1,0,b11010010
3660000,0,0,0,b1111,1,0,b11010010
3670000,0,0,0,b1111,1,0,b11010010
3680000,0,0,0,b1111,1,0,b11010010
3690000,0,0,0,b1111,1,0,b11010010
3700000,0,0,0,b1111,1,0,b11010010
3710000,0,0,0,b1111,1,0,b11010010
3720000,0,0,0,b1111,1,0,b11010010
3730000,0,0,0,b1111,1,0,b11010010
3740000,0,0,0,b1111,1,0,b11010010
3750000,0,0,0,b1111,1,0,b110100101
3760000,0,0,0,b1111,1,0,b110100101
3770000,0,0,0,b1111,1,0,b110100101
3780000,0,0,0,b1111,1,0,b110100101
3790000,0,0,0,b1111,1,0,b110100101
3800000,0,0,0,b1111,1,0,b110100101
3810000,0,0,0,b1111,1,0,b110100101
3820000,0,0,0,b1111,1,0,b110100101
3830000,0,0,0,b1111,1,0,b110100101
3840000,0,0,0,b1111,1,0,b110100101
3850000,0,0,0,b1111,1,0,b1101001011
3860000,0,0,0,b1111,1,0,b1101001011
3870000,0,0,0,b1111,1,0,b1101001011
3880000,0,0,0,b1111,1,0,b1101001011
3890000,0,0,0,b1111,1,0,b1101001011
3900000,0,0,0,b1111,1,0,b1101001011
3910000,0,0,0,b1111,1,0,b1101001011
3920000,0,0,0,b1111,1,0,b1101001011
3930000,0,0,0,b1111,1,0,b1101001011
3940000,0,0,0,b1111,1,0,b1101001011
3950000,0,0,0,b1111,1,0,b11010010110
3960000,0,0,0,b1111,1,0,b11010010110
3970000,0,0,0,b1111,1,0,b11010010110
3980000,0,0,0,b1111,1,0,b11010010110
3990000,0,0,0,b1111,1,0,b11010010110
4000000,0,0,0,b1111,1,0,b11010010110
4010000,0,0,0,b1111,1,0,b11010010110
4020000,0,0,0,b1111,1,0,b11010010110
4030000,0,0,0,b1111,1,0,b11010010110
4040000,0,0,0,b1111,1,0,b11010010110
4050000,0,0,0,b1111,1,0,b110100101101
4060000,0,0,0,b1111,1,0,b110100101101
4070000,0,0,0,b1111,1,0,b110100101101
4080000,0,0,0,b1111,1,0,b110100101101
4090000,0,0,0,b1111,1,0,b110100101101
4100000,0,0,0,b1111,1,0,b110100101101
4110000,0,0,0,b1111,1,0,b110100101101
4120000,0,0,0,b1111,1,0,b110100101101
4130000,0,0,0,b1111,1,0,b110100101101
4140000,0,0,0,b1111,1,0,b110100101101
4150000,0,0,0,b1111,1,0,b1101001011010
4160000,0,0,0,b1111,1,0,b1101001011010
4170000,0,0,0,b1111,1,0,b1101001011010
4180000,0,0,0,b1111,1,0,b1101001011010
4190000,0,0,0,b1111,1,0,b1101001011010
4200000,0,0,0,b1111,1,0,b1101001011010
4210000,0,0,0,b1111,1,0,b1101001011010
4220000,0,0,0,b1111,1,0,b1101001011010
4230000,0,0,0,b1111,1,0,b1101001011010
4240000,0,0,0,b1111,1,0,b1101001011010
4250000,0,0,0,b1111,1,0,b11010010110100
4260000,0,0,0,b1111,1,0,b11010010110100
4270000,0,0,0,b1111,1,0,b11010010110100
4280000,0,0,0,b1111,1,0,b11010010110100
4290000,0,0,0,b1111,1,0,b11010010110100
4300000,0,0,0,b1111,1,0,b11010010110100
4310000,0,0,0,b1111,1,0,b11010010110100
4320000,0,0,0,b1111,1,0,b11010010110100
4330000,0,0,0,b1111,1,0,b11010010110100
4340000,0,0,0,b1111,1,0,b11010010110100
4350000,0,0,0,b1111,1,0,b110100101101001
4360000,0,0,0,b1111,1,0,b110100101101001
4370000,0,0,0,b1111,1,0,b110100101101001
4380000,0,0,0,b1111,1,0,b110100101101001
4390000,0,0,0,b1111,1,0,b110100101101001
4400000,0,0,0,b1111,1,0,b110100101101001
4410000,0,0,0,b1111,1,0,b110100101101001
4420000,0,0,0,b1111,1,0,b110100101101001
4430000,0,0,0,b1111,1,0,b110100101101001
4440000,0,0,0,b1111,1,0,b110100101101001
4450000,0,0,0,b1111,1,0,b1101001011010010
4460000,0,0,0,b1111,1,0,b1101001011010010
4470000,0,0,0,b1111,1,0,b1101001011010010
4480000,0,0,0,b1111,1,0,b1101001011010010
4490000,0,0,0,b1111,1,0,b1101001011010010
4500000,0,0,0,b1111,1,0,b1101001011010010
4510000,0,0,0,b1111,1,0,b1101001011010010
4520000,0,0,0,b1111,1,0,b1101001011010010
4530000,0,0,0,b1111,1,0,b1101001011010010
4540000,0,0,0,b1111,1,0,b1101001011010010
4550000,0,0,0,b1111,1,0,b11010010110100101
4560000,0,0,0,b1111,1,0,b11010010110100101
4570000,0,0,0,b1111,1,0,b11010010110100101
4580000,0,0,0,b1111,1,0,b11010010110100101
4590000,0,0,0,b1111,1,0,b11010010110100101
4600000,0,0,0,b1111,1,0,b11010010110100101
4610000,0,0,0,b1111,1,0,b11010010110100101
4620000,0,0,0,b1111,1,0,b11010010110100101
4630000,0,0,0,b1111,1,0,b11010010110100101
4640000,0,0,0,b1111,1,0,b11010010110100101
4650000,0,0,0,b1111,1,0,b110100101101001011
4660000,0,0,0,b1111,1,0,b110100101101001011
4670000,0,0,0,b1111,1,0,b110100101101001011
4680000,0,0,0,b1111,1,0,b110100101101001011
4690000,0,0,0,b1111,1,0,b110100101101001011
4700000,0,0,0,b1111,1,0,b110100101101001011
4710000,0,0,0,b1111,1,0,b110100101101001011
4720000,0,0,0,b1111,1,0,b110100101101001011
4730000,0,0,0,b1111,1,0,b110100101101001011
4740000,0,0,0,b1111,1,0,b110100101101001011
4750000,0,0,0,b1111,1,0,b1101001011010010110
4760000,0,0,0,b1111,1,0,b1101001011010010110
4770000,0,0,0,b1111,1,0,b1101001011010010110
4780000,0,0,0,b1111,1,0,b1101001011010010110
4790000,0,0,0,b1111,1,0,b1101001011010010110
4800000,0,0,0,b1111,1,0,b1101001011010010110
4810000,0,0,0,b1111,1,0,b1101001011010010110
4820000,0,0,0,b1111,1,0,b1101001011010010110
4830000,0,0,0,b1111,1,0,b1101001011010010110
4840000,0,0,0,b1111,1,0,b1101001011010010110
4850000,0,0,0,b1111,1,0,b11010010110100101101
4860000,0,0,0,b1111,1,0,b11010010110100101101
4870000,0,0,0,b1111,1,0,b11010010110100101101
4880000,0,0,0,b1111,1,0,b11010010110100101101
4890000,0,0,0,b1111,1,0,b11010010110100101101
4900000,0,0,0,b1111,1,0,b11010010110100101101
4910000,0,0,0,b1111,1,0,b11010010110100101101
4920000,0,0,0,b1111,1,0,b11010010110100101101
4930000,0,0,0,b1111,1,0,b11010010110100101101
4940000,0,0,0,b1111,1,0,b11010010110100101101
4950000,0,0,0,b1111,1,0,b110100101101001011010
4960000,0,0,0,b1111,1,0,b110100101101001011010
4970000,0,0,0,b1111,1,0,b110100101101001011010
4980000,0,0,0,b1111,1,0,b110100101101001011010
4990000,0,0,0,b1111,1,0,b110100101101001011010
5000000,0,0,0,b1111,1,0,b110100101101001011010
5010000,0,0,0,b1111,1,0,b110100101101001011010
5020000,0,0,0,b1111,1,0,b110100101101001011010
5030000,0,0,0,b1111,1,0,b110100101101001011010
5040000,0,0,0,b1111,1,0,b110100101101001011010
5050000,0,0,0,b1111,1,0,b1101001011010010110100
5060000,0,0,0,b1111,1,0,b1101001011010010110100
5070000,0,0,0,b1111,1,0,b1101001011010010110100
5080000,0,0,0,b1111,1,0,b1101001011010010110100
5090000,0,0,0,b1111,1,0,b1101001011010010110100
5100000,0,0,0,b1111,1,0,b1101001011010010110100
5110000,0,0,0,b1111,1,0,b1101001011010010110100
5120000,0,0,0,b1111,1,0,b1101001011010010110100
5130000,0,0,0,b1111,1,0,b1101001011010010110100
5140000,0,0,0,b1111,1,0,b1101001011010010110100
5150000,0,0,0,b1111,1,0,b11010010110100101101001
5160000,0,0,0,b1111,1,0,b11010010110100101101001
5170000,0,0,0,b1111,1,0,b11010010110100101101001
5180000,0,0,0,b1111,1,0,b11010010110100101101001
5190000,0,0,0,b1111,1,0,b11010010110100101101001
5200000,0,0,0,b1111,1,0,b11010010110100101101001
5210000,0,0,0,b1111,1,0,b11010010110100101101001
5220000,0,0,0,b1111,1,0,b11010010110100101101001
5230000,0,0,0,b1111,1,0,b11010010110100101101001
5240000,0,0,0,b1111,1,0,b11010010110100101101001
5250000,0,0,0,b1111,1,0,b110100101101001011010010
5260000,0,0,0,b1111,1,0,b110100101101001011010010
5270000,0,0,0,b1111,1,0,b110100101101001011010010
5280000,0,0,0,b1111,1,0,b110100101101001011010010
5290000,0,0,0,b1111,1,0,b110100101101001011010010
5300000,0,0,0,b1111,1,0,b110100101101001011010010
5310000,0,0,0,b1111,1,0,b110100101101001011010010
5320000,0,0,0,b1111,1,0,b110100101101001011010010
5330000,0,0,0,b1111,1,0,b110100101101001011010010
5340000,0,0,0,b1111,1,0,b110100101101001011010010
5350000,0,0,0,b1111,1,0,b1101001011010010110100101
5360000,0,0,0,b1111,1,0,b1101001011010010110100101
5370000,0,0,0,b1111,1,0,b1101001011010010110100101
5380000,0,0,0,b1111,1,0,b1101001011010010110100101
5390000,0,0,0,b1111,1,0,b1101001011010010110100101
5400000,0,0,0,b1111,1,0,b1101001011010010110100101
5410000,0,0,0,b1111,1,0,b1101001011010010110100101
5420000,0,0,0,b1111,1,0,b1101001011010010110100101
5430000,0,0,0,b1111,1,0,b1101001011010010110100101
5440000,0,0,0,b1111,1,0,b1101001011010010110100101
5450000,0,0,0,b1111,1,0,b11010010110100101101001011
5460000,0,0,0,b1111,1,0,b11010010110100101101001011
5470000,0,0,0,b1111,1,0,b11010010110100101101001011
5480000,0,0,0,b1111,1,0,b11010010110100101101001011
5490000,0,0,0,b1111,1,0,b11010010110100101101001011
5500000,0,0,0,b1111,1,0,b11010010110100101101001011
5510000,0,0,0,b1111,1,0,b11010010110100101101001011
5520000,0,0,0,b1111,1,0,b11010010110100101101001011
5530000,0,0,0,b1111,1,0,b11010010110100101101001011
5540000,0,0,0,b1111,1,0,b11010010110100101101001011
5550000,0,0,0,b1111,1,0,b110100101101001011010010110
5560000,0,0,0,b1111,1,0,b110100101101001011010010110
5570000,0,0,0,b1111,1,0,b110100101101001011010010110
5580000,0,0,0,b1111,1,0,b110100101101001011010010110
5590000,0,0,0,b1111,1,0,b110100101101001011010010110
5600000,0,0,0,b1111,1,0,b110100101101001011010010110
5610000,0,0,0,b1111,1,0,b110100101101001011010010110
5620000,0,0,0,b1111,1,0,b110100101101001011010010110
5630000,0,0,0,b1111,1,0,b110100101101001011010010110
5640000,0,0,0,b1111,1,0,b110100101101001011010010110
5650000,0,0,0,b1111,1,0,b1101001011010010110100101101
5660000,0,0,0,b1111,1,0,b1101001011010010110100101101
5670000,0,0,0,b1111,1,0,b1101001011010010110100101101
5680000,0,0,0,b1111,1,0,b1101001011010010110100101101
5690000,0,0,0,b1111,1,0,b1101001011010010110100101101
5700000,0,0,0,b1111,1,0,b1101001011010010110100101101
5710000,0,0,0,b1111,1,0,b1101001011010010110100101101
5720000,0,0,0,b1111,1,0,b1101001011010010110100101101
5730000,0,0,0,b1111,1,0,b1101001011010010110100101101
5740000,0,0,0,b1111,1,0,b1101001011010010110100101101
5750000,0,0,0,b1111,1,0,b11010010110100101101001011010
5760000,0,0,0,b1111,1,0,b11010010110100101101001011010
5770000,0,0,0,b1111,1,0,b11010010110100101101001011010
5780000,0,0,0,b1111,1,0,b11010010110100101101001011010
5790000,0,0,0,b1111,1,0,b11010010110100101101001011010
5800000,0,0,0,b1111,1,0,b11010010110100101101001011010
5810000,0,0,0,b1111,1,0,b11010010110100101101001011010
5820000,0,0,0,b1111,1,0,b11010010110100101101001011010
5830000,0,0,0,b1111,1,0,b11010010110100101101001011010
5840000,0,0,0,b1111,1,0,b11010010110100101101001011010
5850000,0,0,0,b1111,1,0,b11010010110100101101001011010
5860000,0,0,0,b1111,1,0,b11010010110100101101001011010
5870000,0,0,0,b1111,1,0,b11010010110100101101001011010
5880000,0,0,0,b1111,1,0,b11010010110100101101001011010
5890000,0,0,0,b1111,0,0,b11010010110100101101001011010
5900000,0,0,0,b1111,0,0,b11010010110100101101001011010
5910000,0,0,0,b1111,0,0,b11010010110100101101001011010
5920000,0,0,0,b1111,0,0,b11010010110100101101001011010
5930000,0,0,0,b1111,0,0,b11010010110100101101001011010
5940000,0,0,0,b1111,0,0,b11010010110100101101001011010
5950000,0,0,0,b1111,0,0,b11010010110100101101001011010
5960000,0,0,0,b1111,0,0,b11010010110100101101001011010
5970000,0,0,0,b1111,0,0,b11010010110100101101001011010
5980000,0,0,0,b1111,0,0,b11010010110100101101001011010
5990000,0,0,0,b1111,0,0,b11010010110100101101001011010
