Time (ns),IRQ,spi_dual_tb.dut.tx_ready,SS_N,SCLK,spi_dual_tb.dut.rx_valid,DATA,MOSI,MISO,BUSY,spi_dual_tb.dut.clk,spi_dual_tb.expected_slave_rx,spi_dual_tb.dut.master_mode,MISO,MOSI,spi_dual_tb.dut.rst_n,SCLK,spi_dual_tb.slave_rx_valid_seen,SS_N,spi_dual_tb.timeout_cycles,spi_dual_tb.tx_data,spi_dual_tb.dut.tx_valid,spi_dual_tb.i,spi_dual_tb.dut.irq_clear,spi_dual_tb.dut.tx_data,SS_N,DATA,spi_dual_tb.dut.default_data,spi_dual_tb.dut.master_bit_counter,spi_dual_tb.dut.master_busy,spi_dual_tb.dut.master_rx_data_buffer,spi_dual_tb.dut.master_rx_shift_reg,spi_dual_tb.dut.master_rx_valid_buffer,spi_dual_tb.dut.master_sclk_counter,spi_dual_tb.dut.master_sclk_en,spi_dual_tb.dut.master_ss_n_reg,spi_dual_tb.dut.master_start_rx,spi_dual_tb.dut.master_start_tx,spi_dual_tb.dut.master_tx_ready_buffer,spi_dual_tb.dut.master_tx_shift_reg,spi_dual_tb.dut.slave_bit_counter,spi_dual_tb.dut.slave_busy_buffer,spi_dual_tb.dut.slave_rx_data_buffer,spi_dual_tb.dut.slave_rx_valid_buffer,spi_dual_tb.dut.slave_sclk_last_state,spi_dual_tb.dut.slave_ss_last_state,spi_dual_tb.dut.slave_timeout_counter,spi_dual_tb.dut.slave_transaction_active,spi_dual_tb.dut.slave_tx_ready_buffer,spi_dual_tb.dut.slave_tx_shift_reg,spi_dual_tb.wait_master.timeout
5020000,0,1,b1111,0,0,b110100101101001011010,0,1,1,0,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b10110,0,b100101101001011010010110100101,b1111,b110100101101001011010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10110,1,b110100101101001011010,0,0,0,b1101111,1,1,b100101101001011010010110100101,b1011000
5030000,0,1,b1111,0,0,b110100101101001011010,0,1,1,1,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b10110,0,b100101101001011010010110100101,b1111,b110100101101001011010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10110,1,b110100101101001011010,0,0,0,b1110000,1,1,b100101101001011010010110100101,b1011000
5040000,0,1,b1111,0,0,b110100101101001011010,0,1,1,0,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b10110,0,b100101101001011010010110100101,b1111,b110100101101001011010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10110,1,b110100101101001011010,0,0,0,b1110000,1,1,b100101101001011010010110100101,b1011000
5050000,0,1,b1111,0,0,b1101001011010010110100,0,1,1,1,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b10110,0,b100101101001011010010110100101,b1111,b1101001011010010110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10111,1,b1101001011010010110100,0,1,0,b1110001,1,1,b100101101001011010010110100101,b1011000
5060000,0,1,b1111,0,0,b1101001011010010110100,0,1,1,0,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b10110,0,b100101101001011010010110100101,b1111,b1101001011010010110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10111,1,b1101001011010010110100,0,1,0,b1110001,1,1,b100101101001011010010110100101,b1011000
5070000,0,1,b1111,0,0,b1101001011010010110100,0,1,1,1,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b10110,0,b100101101001011010010110100101,b1111,b1101001011010010110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10111,1,b1101001011010010110100,0,1,0,b1110010,1,1,b100101101001011010010110100101,b1011000
5080000,0,1,b1111,0,0,b1101001011010010110100,0,1,1,0,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b10110,0,b100101101001011010010110100101,b1111,b1101001011010010110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10111,1,b1101001011010010110100,0,1,0,b1110010,1,1,b100101101001011010010110100101,b1011000
5090000,0,1,b1111,0,0,b1101001011010010110100,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b10111,0,b100101101001011010010110100101,b1111,b1101001011010010110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10111,1,b1101001011010010110100,0,0,0,b1110011,1,1,b100101101001011010010110100101,b1011000
5100000,0,1,b1111,0,0,b1101001011010010110100,0,1,1,0,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b10111,0,b100101101001011010010110100101,b1111,b1101001011010010110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10111,1,b1101001011010010110100,0,0,0,b1110011,1,1,b100101101001011010010110100101,b1011000
5110000,0,1,b1111,0,0,b1101001011010010110100,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b10111,0,b100101101001011010010110100101,b1111,b1101001011010010110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10111,1,b1101001011010010110100,0,0,0,b1110100,1,1,b100101101001011010010110100101,b1011000
5120000,0,1,b1111,0,0,b1101001011010010110100,0,1,1,0,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b10111,0,b100101101001011010010110100101,b1111,b1101001011010010110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10111,1,b1101001011010010110100,0,0,0,b1110100,1,1,b100101101001011010010110100101,b1011000
5130000,0,1,b1111,0,0,b1101001011010010110100,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b10111,0,b100101101001011010010110100101,b1111,b1101001011010010110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10111,1,b1101001011010010110100,0,0,0,b1110101,1,1,b100101101001011010010110100101,b1011000
5140000,0,1,b1111,0,0,b1101001011010010110100,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b10111,0,b100101101001011010010110100101,b1111,b1101001011010010110100,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10111,1,b1101001011010010110100,0,0,0,b1110101,1,1,b100101101001011010010110100101,b1011000
5150000,0,1,b1111,0,0,b11010010110100101101001,0,1,1,1,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b10111,0,b100101101001011010010110100101,b1111,b11010010110100101101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11000,1,b11010010110100101101001,0,1,0,b1110110,1,1,b100101101001011010010110100101,b1011000
5160000,0,1,b1111,0,0,b11010010110100101101001,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b10111,0,b100101101001011010010110100101,b1111,b11010010110100101101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11000,1,b11010010110100101101001,0,1,0,b1110110,1,1,b100101101001011010010110100101,b1011000
5170000,0,1,b1111,0,0,b11010010110100101101001,0,1,1,1,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b10111,0,b100101101001011010010110100101,b1111,b11010010110100101101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11000,1,b11010010110100101101001,0,1,0,b1110111,1,1,b100101101001011010010110100101,b1011000
5180000,0,1,b1111,0,0,b11010010110100101101001,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b10111,0,b100101101001011010010110100101,b1111,b11010010110100101101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11000,1,b11010010110100101101001,0,1,0,b1110111,1,1,b100101101001011010010110100101,b1011000
5190000,0,1,b1111,0,0,b11010010110100101101001,0,1,1,1,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b11000,0,b100101101001011010010110100101,b1111,b11010010110100101101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11000,1,b11010010110100101101001,0,0,0,b1111000,1,1,b100101101001011010010110100101,b1011000
5200000,0,1,b1111,0,0,b11010010110100101101001,0,1,1,0,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b11000,0,b100101101001011010010110100101,b1111,b11010010110100101101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11000,1,b11010010110100101101001,0,0,0,b1111000,1,1,b100101101001011010010110100101,b1011000
5210000,0,1,b1111,0,0,b11010010110100101101001,0,1,1,1,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b11000,0,b100101101001011010010110100101,b1111,b11010010110100101101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11000,1,b11010010110100101101001,0,0,0,b1111001,1,1,b100101101001011010010110100101,b1011000
5220000,0,1,b1111,0,0,b11010010110100101101001,0,1,1,0,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b11000,0,b100101101001011010010110100101,b1111,b11010010110100101101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11000,1,b11010010110100101101001,0,0,0,b1111001,1,1,b100101101001011010010110100101,b1011000
5230000,0,1,b1111,0,0,b11010010110100101101001,0,1,1,1,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b11000,0,b100101101001011010010110100101,b1111,b11010010110100101101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11000,1,b11010010110100101101001,0,0,0,b1111010,1,1,b100101101001011010010110100101,b1011000
5240000,0,1,b1111,0,0,b11010010110100101101001,0,1,1,0,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b11000,0,b100101101001011010010110100101,b1111,b11010010110100101101001,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11000,1,b11010010110100101101001,0,0,0,b1111010,1,1,b100101101001011010010110100101,b1011000
5250000,0,1,b1111,0,0,b110100101101001011010010,0,1,1,1,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b11000,0,b100101101001011010010110100101,b1111,b110100101101001011010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11001,1,b110100101101001011010010,0,1,0,b1111011,1,1,b100101101001011010010110100101,b1011000
5260000,0,1,b1111,0,0,b110100101101001011010010,0,1,1,0,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b11000,0,b100101101001011010010110100101,b1111,b110100101101001011010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11001,1,b110100101101001011010010,0,1,0,b1111011,1,1,b100101101001011010010110100101,b1011000
5270000,0,1,b1111,0,0,b110100101101001011010010,0,1,1,1,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b11000,0,b100101101001011010010110100101,b1111,b110100101101001011010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11001,1,b110100101101001011010010,0,1,0,b1111100,1,1,b100101101001011010010110100101,b1011000
5280000,0,1,b1111,0,0,b110100101101001011010010,0,1,1,0,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b11000,0,b100101101001011010010110100101,b1111,b110100101101001011010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11001,1,b110100101101001011010010,0,1,0,b1111100,1,1,b100101101001011010010110100101,b1011000
5290000,0,1,b1111,0,0,b110100101101001011010010,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b11001,0,b100101101001011010010110100101,b1111,b110100101101001011010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11001,1,b110100101101001011010010,0,0,0,b1111101,1,1,b100101101001011010010110100101,b1011000
5300000,0,1,b1111,0,0,b110100101101001011010010,0,1,1,0,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b11001,0,b100101101001011010010110100101,b1111,b110100101101001011010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11001,1,b110100101101001011010010,0,0,0,b1111101,1,1,b100101101001011010010110100101,b1011000
5310000,0,1,b1111,0,0,b110100101101001011010010,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b11001,0,b100101101001011010010110100101,b1111,b110100101101001011010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11001,1,b110100101101001011010010,0,0,0,b1111110,1,1,b100101101001011010010110100101,b1011000
5320000,0,1,b1111,0,0,b110100101101001011010010,0,1,1,0,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b11001,0,b100101101001011010010110100101,b1111,b110100101101001011010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11001,1,b110100101101001011010010,0,0,0,b1111110,1,1,b100101101001011010010110100101,b1011000
5330000,0,1,b1111,0,0,b110100101101001011010010,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b11001,0,b100101101001011010010110100101,b1111,b110100101101001011010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11001,1,b110100101101001011010010,0,0,0,b1111111,1,1,b100101101001011010010110100101,b1011000
5340000,0,1,b1111,0,0,b110100101101001011010010,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b11001,0,b100101101001011010010110100101,b1111,b110100101101001011010010,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11001,1,b110100101101001011010010,0,0,0,b1111111,1,1,b100101101001011010010110100101,b1011000
5350000,0,1,b1111,0,0,b1101001011010010110100101,0,1,1,1,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b11001,0,b100101101001011010010110100101,b1111,b1101001011010010110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11010,1,b1101001011010010110100101,0,1,0,b10000000,1,1,b100101101001011010010110100101,b1011000
5360000,0,1,b1111,0,0,b1101001011010010110100101,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b11001,0,b100101101001011010010110100101,b1111,b1101001011010010110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11010,1,b1101001011010010110100101,0,1,0,b10000000,1,1,b100101101001011010010110100101,b1011000
5370000,0,1,b1111,0,0,b1101001011010010110100101,0,1,1,1,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b11001,0,b100101101001011010010110100101,b1111,b1101001011010010110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11010,1,b1101001011010010110100101,0,1,0,b10000001,1,1,b100101101001011010010110100101,b1011000
5380000,0,1,b1111,0,0,b1101001011010010110100101,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b11001,0,b100101101001011010010110100101,b1111,b1101001011010010110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11010,1,b1101001011010010110100101,0,1,0,b10000001,1,1,b100101101001011010010110100101,b1011000
5390000,0,1,b1111,0,0,b1101001011010010110100101,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b11010,0,b100101101001011010010110100101,b1111,b1101001011010010110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11010,1,b1101001011010010110100101,0,0,0,b10000010,1,1,b100101101001011010010110100101,b1011000
5400000,0,1,b1111,0,0,b1101001011010010110100101,0,1,1,0,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b11010,0,b100101101001011010010110100101,b1111,b1101001011010010110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11010,1,b1101001011010010110100101,0,0,0,b10000010,1,1,b100101101001011010010110100101,b1011000
5410000,0,1,b1111,0,0,b1101001011010010110100101,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b11010,0,b100101101001011010010110100101,b1111,b1101001011010010110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11010,1,b1101001011010010110100101,0,0,0,b10000011,1,1,b100101101001011010010110100101,b1011000
5420000,0,1,b1111,0,0,b1101001011010010110100101,0,1,1,0,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b11010,0,b100101101001011010010110100101,b1111,b1101001011010010110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11010,1,b1101001011010010110100101,0,0,0,b10000011,1,1,b100101101001011010010110100101,b1011000
5430000,0,1,b1111,0,0,b1101001011010010110100101,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b11010,0,b100101101001011010010110100101,b1111,b1101001011010010110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11010,1,b1101001011010010110100101,0,0,0,b10000100,1,1,b100101101001011010010110100101,b1011000
5440000,0,1,b1111,0,0,b1101001011010010110100101,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b11010,0,b100101101001011010010110100101,b1111,b1101001011010010110100101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11010,1,b1101001011010010110100101,0,0,0,b10000100,1,1,b100101101001011010010110100101,b1011000
5450000,0,1,b1111,0,0,b11010010110100101101001011,0,1,1,1,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b11010,0,b100101101001011010010110100101,b1111,b11010010110100101101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11011,1,b11010010110100101101001011,0,1,0,b10000101,1,1,b100101101001011010010110100101,b1011000
5460000,0,1,b1111,0,0,b11010010110100101101001011,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b11010,0,b100101101001011010010110100101,b1111,b11010010110100101101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11011,1,b11010010110100101101001011,0,1,0,b10000101,1,1,b100101101001011010010110100101,b1011000
5470000,0,1,b1111,0,0,b11010010110100101101001011,0,1,1,1,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b11010,0,b100101101001011010010110100101,b1111,b11010010110100101101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11011,1,b11010010110100101101001011,0,1,0,b10000110,1,1,b100101101001011010010110100101,b1011000
5480000,0,1,b1111,0,0,b11010010110100101101001011,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b11010,0,b100101101001011010010110100101,b1111,b11010010110100101101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11011,1,b11010010110100101101001011,0,1,0,b10000110,1,1,b100101101001011010010110100101,b1011000
5490000,0,1,b1111,0,0,b11010010110100101101001011,0,1,1,1,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b11011,0,b100101101001011010010110100101,b1111,b11010010110100101101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11011,1,b11010010110100101101001011,0,0,0,b10000111,1,1,b100101101001011010010110100101,b1011000
5500000,0,1,b1111,0,0,b11010010110100101101001011,0,1,1,0,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b11011,0,b100101101001011010010110100101,b1111,b11010010110100101101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11011,1,b11010010110100101101001011,0,0,0,b10000111,1,1,b100101101001011010010110100101,b1011000
5510000,0,1,b1111,0,0,b11010010110100101101001011,0,1,1,1,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b11011,0,b100101101001011010010110100101,b1111,b11010010110100101101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11011,1,b11010010110100101101001011,0,0,0,b10001000,1,1,b100101101001011010010110100101,b1011000
5520000,0,1,b1111,0,0,b11010010110100101101001011,0,1,1,0,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b11011,0,b100101101001011010010110100101,b1111,b11010010110100101101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11011,1,b11010010110100101101001011,0,0,0,b10001000,1,1,b100101101001011010010110100101,b1011000
5530000,0,1,b1111,0,0,b11010010110100101101001011,0,1,1,1,b11010010110100101101001011010,0,0,0,1,0,1,0,bx,b100101101001011010010110100101,0,b11011,0,b100101101001011010010110100101,b1111,b11010010110100101101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11011,1,b11010010110100101101001011,0,0,0,b10001001,1,1,b100101101001011010010110100101,b1011000
5540000,0,1,b1111,0,0,b11010010110100101101001011,0,1,1,0,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b11011,0,b100101101001011010010110100101,b1111,b11010010110100101101001011,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11011,1,b11010010110100101101001011,0,0,0,b10001001,1,1,b100101101001011010010110100101,b1011000
5550000,0,1,b1111,0,0,b110100101101001011010010110,0,1,1,1,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b11011,0,b100101101001011010010110100101,b1111,b110100101101001011010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11100,1,b110100101101001011010010110,0,1,0,b10001010,1,1,b100101101001011010010110100101,b1011000
5560000,0,1,b1111,0,0,b110100101101001011010010110,0,1,1,0,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b11011,0,b100101101001011010010110100101,b1111,b110100101101001011010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11100,1,b110100101101001011010010110,0,1,0,b10001010,1,1,b100101101001011010010110100101,b1011000
5570000,0,1,b1111,0,0,b110100101101001011010010110,0,1,1,1,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b11011,0,b100101101001011010010110100101,b1111,b110100101101001011010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11100,1,b110100101101001011010010110,0,1,0,b10001011,1,1,b100101101001011010010110100101,b1011000
5580000,0,1,b1111,0,0,b110100101101001011010010110,0,1,1,0,b11010010110100101101001011010,0,0,0,1,1,1,0,bx,b100101101001011010010110100101,0,b11011,0,b100101101001011010010110100101,b1111,b110100101101001011010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11100,1,b110100101101001011010010110,0,1,0,b10001011,1,1,b100101101001011010010110100101,b1011000
5590000,0,1,b1111,0,0,b110100101101001011010010110,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b11100,0,b100101101001011010010110100101,b1111,b110100101101001011010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11100,1,b110100101101001011010010110,0,0,0,b10001100,1,1,b100101101001011010010110100101,b1011000
5600000,0,1,b1111,0,0,b110100101101001011010010110,0,1,1,0,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b11100,0,b100101101001011010010110100101,b1111,b110100101101001011010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11100,1,b110100101101001011010010110,0,0,0,b10001100,1,1,b100101101001011010010110100101,b1011000
5610000,0,1,b1111,0,0,b110100101101001011010010110,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b11100,0,b100101101001011010010110100101,b1111,b110100101101001011010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11100,1,b110100101101001011010010110,0,0,0,b10001101,1,1,b100101101001011010010110100101,b1011000
5620000,0,1,b1111,0,0,b110100101101001011010010110,0,1,1,0,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b11100,0,b100101101001011010010110100101,b1111,b110100101101001011010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11100,1,b110100101101001011010010110,0,0,0,b10001101,1,1,b100101101001011010010110100101,b1011000
5630000,0,1,b1111,0,0,b110100101101001011010010110,0,1,1,1,b11010010110100101101001011010,0,0,1,1,0,1,0,bx,b100101101001011010010110100101,0,b11100,0,b100101101001011010010110100101,b1111,b110100101101001011010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11100,1,b110100101101001011010010110,0,0,0,b10001110,1,1,b100101101001011010010110100101,b1011000
5640000,0,1,b1111,0,0,b110100101101001011010010110,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b11100,0,b100101101001011010010110100101,b1111,b110100101101001011010010110,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11100,1,b110100101101001011010010110,0,0,0,b10001110,1,1,b100101101001011010010110100101,b1011000
5650000,0,1,b1111,0,0,b1101001011010010110100101101,0,1,1,1,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b11100,0,b100101101001011010010110100101,b1111,b1101001011010010110100101101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11101,1,b1101001011010010110100101101,0,1,0,b10001111,1,1,b100101101001011010010110100101,b1011000
5660000,0,1,b1111,0,0,b1101001011010010110100101101,0,1,1,0,b11010010110100101101001011010,0,0,1,1,1,1,0,bx,b100101101001011010010110100101,0,b11100,0,b100101101001011010010110100101,b1111,b1101001011010010110100101101,b100101101001011010010110100101,b11110,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11101,1,b1101001011010010110100101101,0,1,0,b10001111,1,1,b100101101001011010010110100101,b1011000
