Time (ns),SS_N,SCLK,DATA,MOSI,IRQ,BUSY,spi_master_tb.dut.clk,MISO,spi_master_tb.dut.rst_n,spi_master_tb.dut.start_rx,spi_master_tb.dut.start_tx,spi_master_tb.tx_data,spi_master_tb.ss_idx,spi_master_tb.timeout_cycles,spi_master_tb.dut.CPHA,spi_master_tb.dut.CPOL,spi_master_tb.dut.SS_ACTIVE,spi_master_tb.dut.tx_data,spi_master_tb.dut.bit_counter,spi_master_tb.dut.clk_counter,spi_master_tb.dut.default_data,spi_master_tb.dut.last_sclk,spi_master_tb.dut.next_state,DATA,spi_master_tb.dut.rx_shift_reg,spi_master_tb.dut.sclk_gen,SS_N,spi_master_tb.dut.state,spi_master_tb.dut.tx_shift_reg,spi_master_tb.assert_all_ss_inactive.tag,spi_master_tb.assert_selected_ss_active.tag,spi_master_tb.wait_for_busy_assert.tag,spi_master_tb.wait_for_busy_assert.max_cycles,spi_master_tb.wait_for_not_busy.tag,spi_master_tb.wait_for_not_busy.max_cycles
820000,b11110111,0,bx,1,0,1,0,0,1,0,0,b1010101001010101,b1000,b10111,1,1,0,b1010101001010101,b11,b0,b1010010110100101,0,b10,bx,b0,1,b11110111,b10,b101001010101000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
830000,b11110111,1,bx,1,0,1,1,0,1,0,0,b1010101001010101,b1000,b11000,1,1,0,b1010101001010101,b11,b1,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b101001010101000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
840000,b11110111,1,bx,1,0,1,0,0,1,0,0,b1010101001010101,b1000,b11000,1,1,0,b1010101001010101,b11,b1,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b101001010101000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
850000,b11110111,1,bx,1,0,1,1,0,1,0,0,b1010101001010101,b1000,b11001,1,1,0,b1010101001010101,b11,b10,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b101001010101000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
860000,b11110111,1,bx,1,0,1,0,0,1,0,0,b1010101001010101,b1000,b11001,1,1,0,b1010101001010101,b11,b10,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b101001010101000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
870000,b11110111,1,bx,1,0,1,1,0,1,0,0,b1010101001010101,b1000,b11010,1,1,0,b1010101001010101,b11,b11,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b101001010101000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
880000,b11110111,1,bx,1,0,1,0,0,1,0,0,b1010101001010101,b1000,b11010,1,1,0,b1010101001010101,b11,b11,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b101001010101000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
890000,b11110111,1,bx,1,0,1,1,0,1,0,0,b1010101001010101,b1000,b11011,1,1,0,b1010101001010101,b11,b0,b1010010110100101,1,b10,bx,b0,0,b11110111,b10,b101001010101000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
900000,b11110111,1,bx,1,0,1,0,0,1,0,0,b1010101001010101,b1000,b11011,1,1,0,b1010101001010101,b11,b0,b1010010110100101,1,b10,bx,b0,0,b11110111,b10,b101001010101000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
910000,b11110111,0,bx,0,0,1,1,0,1,0,0,b1010101001010101,b1000,b11100,1,1,0,b1010101001010101,b100,b1,b1010010110100101,0,b10,bx,b0,0,b11110111,b10,b1010010101010000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
920000,b11110111,0,bx,0,0,1,0,0,1,0,0,b1010101001010101,b1000,b11100,1,1,0,b1010101001010101,b100,b1,b1010010110100101,0,b10,bx,b0,0,b11110111,b10,b1010010101010000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
930000,b11110111,0,bx,0,0,1,1,0,1,0,0,b1010101001010101,b1000,b11101,1,1,0,b1010101001010101,b100,b10,b1010010110100101,0,b10,bx,b0,0,b11110111,b10,b1010010101010000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
940000,b11110111,0,bx,0,0,1,0,0,1,0,0,b1010101001010101,b1000,b11101,1,1,0,b1010101001010101,b100,b10,b1010010110100101,0,b10,bx,b0,0,b11110111,b10,b1010010101010000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
950000,b11110111,0,bx,0,0,1,1,0,1,0,0,b1010101001010101,b1000,b11110,1,1,0,b1010101001010101,b100,b11,b1010010110100101,0,b10,bx,b0,0,b11110111,b10,b1010010101010000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
960000,b11110111,0,bx,0,0,1,0,0,1,0,0,b1010101001010101,b1000,b11110,1,1,0,b1010101001010101,b100,b11,b1010010110100101,0,b10,bx,b0,0,b11110111,b10,b1010010101010000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
970000,b11110111,0,bx,0,0,1,1,0,1,0,0,b1010101001010101,b1000,b11111,1,1,0,b1010101001010101,b100,b0,b1010010110100101,0,b10,bx,b0,1,b11110111,b10,b1010010101010000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
980000,b11110111,0,bx,0,0,1,0,0,1,0,0,b1010101001010101,b1000,b11111,1,1,0,b1010101001010101,b100,b0,b1010010110100101,0,b10,bx,b0,1,b11110111,b10,b1010010101010000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
990000,b11110111,1,bx,0,0,1,1,0,1,0,0,b1010101001010101,b1000,b100000,1,1,0,b1010101001010101,b100,b1,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b1010010101010000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1000000,b11110111,1,bx,0,0,1,0,0,1,0,0,b1010101001010101,b1000,b100000,1,1,0,b1010101001010101,b100,b1,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b1010010101010000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1010000,b11110111,1,bx,0,0,1,1,0,1,0,0,b1010101001010101,b1000,b100001,1,1,0,b1010101001010101,b100,b10,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b1010010101010000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1020000,b11110111,1,bx,0,0,1,0,0,1,0,0,b1010101001010101,b1000,b100001,1,1,0,b1010101001010101,b100,b10,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b1010010101010000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1030000,b11110111,1,bx,0,0,1,1,0,1,0,0,b1010101001010101,b1000,b100010,1,1,0,b1010101001010101,b100,b11,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b1010010101010000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1040000,b11110111,1,bx,0,0,1,0,0,1,0,0,b1010101001010101,b1000,b100010,1,1,0,b1010101001010101,b100,b11,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b1010010101010000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1050000,b11110111,1,bx,0,0,1,1,0,1,0,0,b1010101001010101,b1000,b100011,1,1,0,b1010101001010101,b100,b0,b1010010110100101,1,b10,bx,b0,0,b11110111,b10,b1010010101010000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1060000,b11110111,1,bx,0,0,1,0,0,1,0,0,b1010101001010101,b1000,b100011,1,1,0,b1010101001010101,b100,b0,b1010010110100101,1,b10,bx,b0,0,b11110111,b10,b1010010101010000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1070000,b11110111,0,bx,1,0,1,1,0,1,0,0,b1010101001010101,b1000,b100100,1,1,0,b1010101001010101,b101,b1,b1010010110100101,0,b10,bx,b0,0,b11110111,b10,b100101010100000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1080000,b11110111,0,bx,1,0,1,0,0,1,0,0,b1010101001010101,b1000,b100100,1,1,0,b1010101001010101,b101,b1,b1010010110100101,0,b10,bx,b0,0,b11110111,b10,b100101010100000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1090000,b11110111,0,bx,1,0,1,1,0,1,0,0,b1010101001010101,b1000,b100101,1,1,0,b1010101001010101,b101,b10,b1010010110100101,0,b10,bx,b0,0,b11110111,b10,b100101010100000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1100000,b11110111,0,bx,1,0,1,0,0,1,0,0,b1010101001010101,b1000,b100101,1,1,0,b1010101001010101,b101,b10,b1010010110100101,0,b10,bx,b0,0,b11110111,b10,b100101010100000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1110000,b11110111,0,bx,1,0,1,1,0,1,0,0,b1010101001010101,b1000,b100110,1,1,0,b1010101001010101,b101,b11,b1010010110100101,0,b10,bx,b0,0,b11110111,b10,b100101010100000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1120000,b11110111,0,bx,1,0,1,0,0,1,0,0,b1010101001010101,b1000,b100110,1,1,0,b1010101001010101,b101,b11,b1010010110100101,0,b10,bx,b0,0,b11110111,b10,b100101010100000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1130000,b11110111,0,bx,1,0,1,1,0,1,0,0,b1010101001010101,b1000,b100111,1,1,0,b1010101001010101,b101,b0,b1010010110100101,0,b10,bx,b0,1,b11110111,b10,b100101010100000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1140000,b11110111,0,bx,1,0,1,0,0,1,0,0,b1010101001010101,b1000,b100111,1,1,0,b1010101001010101,b101,b0,b1010010110100101,0,b10,bx,b0,1,b11110111,b10,b100101010100000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1150000,b11110111,1,bx,1,0,1,1,0,1,0,0,b1010101001010101,b1000,b101000,1,1,0,b1010101001010101,b101,b1,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b100101010100000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1160000,b11110111,1,bx,1,0,1,0,0,1,0,0,b1010101001010101,b1000,b101000,1,1,0,b1010101001010101,b101,b1,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b100101010100000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1170000,b11110111,1,bx,1,0,1,1,0,1,0,0,b1010101001010101,b1000,b101001,1,1,0,b1010101001010101,b101,b10,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b100101010100000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1180000,b11110111,1,bx,1,0,1,0,0,1,0,0,b1010101001010101,b1000,b101001,1,1,0,b1010101001010101,b101,b10,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b100101010100000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1190000,b11110111,1,bx,1,0,1,1,0,1,0,0,b1010101001010101,b1000,b101010,1,1,0,b1010101001010101,b101,b11,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b100101010100000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1200000,b11110111,1,bx,1,0,1,0,0,1,0,0,b1010101001010101,b1000,b101010,1,1,0,b1010101001010101,b101,b11,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b100101010100000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1210000,b11110111,1,bx,1,0,1,1,0,1,0,0,b1010101001010101,b1000,b101011,1,1,0,b1010101001010101,b101,b0,b1010010110100101,1,b10,bx,b0,0,b11110111,b10,b100101010100000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1220000,b11110111,1,bx,1,0,1,0,0,1,0,0,b1010101001010101,b1000,b101011,1,1,0,b1010101001010101,b101,b0,b1010010110100101,1,b10,bx,b0,0,b11110111,b10,b100101010100000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1230000,b11110111,0,bx,0,0,1,1,0,1,0,0,b1010101001010101,b1000,b101100,1,1,0,b1010101001010101,b110,b1,b1010010110100101,0,b10,bx,b0,0,b11110111,b10,b1001010101000000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1240000,b11110111,0,bx,0,0,1,0,0,1,0,0,b1010101001010101,b1000,b101100,1,1,0,b1010101001010101,b110,b1,b1010010110100101,0,b10,bx,b0,0,b11110111,b10,b1001010101000000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1250000,b11110111,0,bx,0,0,1,1,0,1,0,0,b1010101001010101,b1000,b101101,1,1,0,b1010101001010101,b110,b10,b1010010110100101,0,b10,bx,b0,0,b11110111,b10,b1001010101000000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1260000,b11110111,0,bx,0,0,1,0,0,1,0,0,b1010101001010101,b1000,b101101,1,1,0,b1010101001010101,b110,b10,b1010010110100101,0,b10,bx,b0,0,b11110111,b10,b1001010101000000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1270000,b11110111,0,bx,0,0,1,1,0,1,0,0,b1010101001010101,b1000,b101110,1,1,0,b1010101001010101,b110,b11,b1010010110100101,0,b10,bx,b0,0,b11110111,b10,b1001010101000000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1280000,b11110111,0,bx,0,0,1,0,0,1,0,0,b1010101001010101,b1000,b101110,1,1,0,b1010101001010101,b110,b11,b1010010110100101,0,b10,bx,b0,0,b11110111,b10,b1001010101000000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1290000,b11110111,0,bx,0,0,1,1,0,1,0,0,b1010101001010101,b1000,b101111,1,1,0,b1010101001010101,b110,b0,b1010010110100101,0,b10,bx,b0,1,b11110111,b10,b1001010101000000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1300000,b11110111,0,bx,0,0,1,0,0,1,0,0,b1010101001010101,b1000,b101111,1,1,0,b1010101001010101,b110,b0,b1010010110100101,0,b10,bx,b0,1,b11110111,b10,b1001010101000000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1310000,b11110111,1,bx,0,0,1,1,0,1,0,0,b1010101001010101,b1000,b110000,1,1,0,b1010101001010101,b110,b1,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b1001010101000000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1320000,b11110111,1,bx,0,0,1,0,0,1,0,0,b1010101001010101,b1000,b110000,1,1,0,b1010101001010101,b110,b1,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b1001010101000000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1330000,b11110111,1,bx,0,0,1,1,0,1,0,0,b1010101001010101,b1000,b110001,1,1,0,b1010101001010101,b110,b10,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b1001010101000000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1340000,b11110111,1,bx,0,0,1,0,0,1,0,0,b1010101001010101,b1000,b110001,1,1,0,b1010101001010101,b110,b10,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b1001010101000000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
1350000,b11110111,1,bx,0,0,1,1,0,1,0,0,b1010101001010101,b1000,b110010,1,1,0,b1010101001010101,b110,b11,b1010010110100101,1,b10,bx,b0,1,b11110111,b10,b1001010101000000,bx,b111010001100101011100110111010000110001010111110111010001111000,b111010001100101011100110111010000110001010111110111010001111000,b11111010000,b111010001100101011100110111010000110001010111110111010001111000,b100111000100000
