Time (ns),spi_master_tb.dut.clk_counter
109250000,b11000100
109270000,b11000101
109290000,b11000110
109310000,b11000111
109330000,b11001000
109350000,b11001001
109370000,b11001010
109390000,b11001011
109410000,b11001100
109430000,b11001101
109450000,b11001110
109470000,b11001111
109490000,b11010000
109510000,b11010001
109530000,b11010010
109550000,b11010011
109570000,b11010100
109590000,b11010101
109610000,b11010110
109630000,b11010111
109650000,b11011000
109670000,b11011001
109690000,b11011010
109710000,b11011011
109730000,b11011100
109750000,b11011101
109770000,b11011110
109790000,b11011111
109810000,b11100000
109830000,b11100001
109850000,b11100010
109870000,b11100011
109890000,b11100100
109910000,b11100101
109930000,b11100110
109950000,b11100111
109970000,b11101000
109990000,b11101001
110010000,b11101010
110030000,b11101011
110050000,b11101100
110070000,b11101101
110090000,b11101110
110110000,b11101111
110130000,b11110000
110150000,b11110001
110170000,b11110010
110190000,b11110011
110210000,b11110100
110230000,b11110101
110250000,b11110110
110270000,b11110111
110290000,b11111000
110310000,b11111001
110330000,b0
110350000,b1
110370000,b10
110390000,b11
110410000,b100
110430000,b101
110450000,b110
110470000,b111
110490000,b1000
110510000,b1001
110530000,b1010
110550000,b1011
110570000,b1100
110590000,b1101
110610000,b1110
110630000,b1111
110650000,b10000
110670000,b10001
110690000,b10010
110710000,b10011
110730000,b10100
110750000,b10101
110770000,b10110
110790000,b10111
110810000,b11000
110830000,b11001
110850000,b11010
110870000,b11011
110890000,b11100
110910000,b11101
110930000,b11110
110950000,b11111
110970000,b100000
110990000,b100001
111010000,b100010
111030000,b100011
111050000,b100100
111070000,b100101
111090000,b100110
111110000,b100111
111130000,b101000
111150000,b101001
111170000,b101010
111190000,b101011
111210000,b101100
111230000,b101101
111250000,b101110
111270000,b101111
111290000,b110000
111310000,b110001
111330000,b110010
111350000,b110011
111370000,b110100
111390000,b110101
111410000,b110110
111430000,b110111
111450000,b111000
111470000,b111001
111490000,b111010
111510000,b111011
111530000,b111100
111550000,b111101
111570000,b111110
111590000,b111111
111610000,b1000000
111630000,b1000001
111650000,b1000010
111670000,b1000011
111690000,b1000100
111710000,b1000101
111730000,b1000110
111750000,b1000111
111770000,b1001000
111790000,b1001001
111810000,b1001010
111830000,b1001011
111850000,b1001100
111870000,b1001101
111890000,b1001110
111910000,b1001111
111930000,b1010000
111950000,b1010001
111970000,b1010010
111990000,b1010011
112010000,b1010100
112030000,b1010101
112050000,b1010110
112070000,b1010111
112090000,b1011000
112110000,b1011001
112130000,b1011010
112150000,b1011011
112170000,b1011100
112190000,b1011101
112210000,b1011110
112230000,b1011111
112250000,b1100000
112270000,b1100001
112290000,b1100010
112310000,b1100011
112330000,b1100100
112350000,b1100101
112370000,b1100110
112390000,b1100111
112410000,b1101000
112430000,b1101001
112450000,b1101010
112470000,b1101011
112490000,b1101100
112510000,b1101101
112530000,b1101110
112550000,b1101111
112570000,b1110000
112590000,b1110001
112610000,b1110010
112630000,b1110011
112650000,b1110100
112670000,b1110101
112690000,b1110110
112710000,b1110111
112730000,b1111000
112750000,b1111001
112770000,b1111010
112790000,b1111011
112810000,b1111100
112830000,b1111101
112850000,b1111110
112870000,b1111111
112890000,b10000000
112910000,b10000001
112930000,b10000010
112950000,b10000011
112970000,b10000100
112990000,b10000101
113010000,b10000110
113030000,b10000111
113050000,b10001000
113070000,b10001001
113090000,b10001010
113110000,b10001011
113130000,b10001100
113150000,b10001101
113170000,b10001110
113190000,b10001111
113210000,b10010000
113230000,b10010001
113250000,b10010010
113270000,b10010011
113290000,b10010100
113310000,b10010101
113330000,b10010110
113350000,b10010111
113370000,b10011000
113390000,b10011001
113410000,b10011010
113430000,b10011011
113450000,b10011100
113470000,b10011101
113490000,b10011110
113510000,b10011111
113530000,b10100000
113550000,b10100001
113570000,b10100010
113590000,b10100011
113610000,b10100100
113630000,b10100101
113650000,b10100110
113670000,b10100111
113690000,b10101000
113710000,b10101001
113730000,b10101010
113750000,b10101011
113770000,b10101100
113790000,b10101101
113810000,b10101110
113830000,b10101111
113850000,b10110000
113870000,b10110001
113890000,b10110010
113910000,b10110011
113930000,b10110100
113950000,b10110101
113970000,b10110110
113990000,b10110111
114010000,b10111000
114030000,b10111001
114050000,b10111010
114070000,b10111011
114090000,b10111100
114110000,b10111101
114130000,b10111110
114150000,b10111111
114170000,b11000000
114190000,b11000001
114210000,b11000010
114230000,b11000011
114250000,b11000100
114270000,b11000101
114290000,b11000110
114310000,b11000111
114330000,b11001000
114350000,b11001001
114370000,b11001010
114390000,b11001011
114410000,b11001100
114430000,b11001101
114450000,b11001110
114470000,b11001111
114490000,b11010000
114510000,b11010001
114530000,b11010010
114550000,b11010011
114570000,b11010100
114590000,b11010101
114610000,b11010110
114630000,b11010111
114650000,b11011000
114670000,b11011001
114690000,b11011010
114710000,b11011011
114730000,b11011100
114750000,b11011101
114770000,b11011110
114790000,b11011111
114810000,b11100000
114830000,b11100001
114850000,b11100010
114870000,b11100011
114890000,b11100100
114910000,b11100101
114930000,b11100110
114950000,b11100111
114970000,b11101000
114990000,b11101001
115010000,b11101010
115030000,b11101011
115050000,b11101100
115070000,b11101101
115090000,b11101110
115110000,b11101111
115130000,b11110000
115150000,b11110001
115170000,b11110010
115190000,b11110011
115210000,b11110100
115230000,b11110101
115250000,b11110110
115270000,b11110111
115290000,b11111000
115310000,b11111001
115330000,b0
115350000,b1
115370000,b10
115390000,b11
115410000,b100
115430000,b101
115450000,b110
115470000,b111
115490000,b1000
115510000,b1001
115530000,b1010
115550000,b1011
115570000,b1100
115590000,b1101
115610000,b1110
115630000,b1111
115650000,b10000
115670000,b10001
115690000,b10010
115710000,b10011
115730000,b10100
115750000,b10101
115770000,b10110
115790000,b10111
115810000,b11000
115830000,b11001
115850000,b11010
115870000,b11011
115890000,b11100
115910000,b11101
115930000,b11110
115950000,b11111
115970000,b100000
115990000,b100001
116010000,b100010
116030000,b100011
116050000,b100100
116070000,b100101
116090000,b100110
116110000,b100111
116130000,b101000
116150000,b101001
116170000,b101010
116190000,b101011
116210000,b101100
116230000,b101101
116250000,b101110
116270000,b101111
116290000,b110000
116310000,b110001
116330000,b110010
116350000,b110011
116370000,b110100
116390000,b110101
116410000,b110110
116430000,b110111
116450000,b111000
116470000,b111001
116490000,b111010
116510000,b111011
116530000,b111100
116550000,b111101
116570000,b111110
116590000,b111111
116610000,b1000000
116630000,b1000001
116650000,b1000010
116670000,b1000011
116690000,b1000100
116710000,b1000101
116730000,b1000110
116750000,b1000111
116770000,b1001000
116790000,b1001001
116810000,b1001010
116830000,b1001011
116850000,b1001100
116870000,b1001101
116890000,b1001110
116910000,b1001111
116930000,b1010000
116950000,b1010001
116970000,b1010010
116990000,b1010011
117010000,b1010100
117030000,b1010101
117050000,b1010110
117070000,b1010111
117090000,b1011000
117110000,b1011001
117130000,b1011010
117150000,b1011011
117170000,b1011100
117190000,b1011101
117210000,b1011110
117230000,b1011111
117250000,b1100000
117270000,b1100001
117290000,b1100010
117310000,b1100011
117330000,b1100100
117350000,b1100101
117370000,b1100110
117390000,b1100111
117410000,b1101000
117430000,b1101001
117450000,b1101010
117470000,b1101011
117490000,b1101100
117510000,b1101101
117530000,b1101110
117550000,b1101111
117570000,b1110000
117590000,b1110001
117610000,b1110010
117630000,b1110011
117650000,b1110100
117670000,b1110101
117690000,b1110110
117710000,b1110111
117730000,b1111000
117750000,b1111001
117770000,b1111010
117790000,b1111011
117810000,b1111100
117830000,b1111101
117850000,b1111110
117870000,b1111111
117890000,b10000000
117910000,b10000001
117930000,b10000010
117950000,b10000011
117970000,b10000100
117990000,b10000101
118010000,b10000110
118030000,b10000111
118050000,b10001000
118070000,b10001001
118090000,b10001010
118110000,b10001011
118130000,b10001100
118150000,b10001101
118170000,b10001110
118190000,b10001111
118210000,b10010000
118230000,b10010001
118250000,b10010010
118270000,b10010011
118290000,b10010100
118310000,b10010101
118330000,b10010110
118350000,b10010111
118370000,b10011000
118390000,b10011001
118410000,b10011010
118430000,b10011011
118450000,b10011100
118470000,b10011101
118490000,b10011110
118510000,b10011111
118530000,b10100000
118550000,b10100001
118570000,b10100010
118590000,b10100011
118610000,b10100100
118630000,b10100101
118650000,b10100110
118670000,b10100111
118690000,b10101000
118710000,b10101001
118730000,b10101010
118750000,b10101011
118770000,b10101100
118790000,b10101101
118810000,b10101110
118830000,b10101111
118850000,b10110000
118870000,b10110001
118890000,b10110010
118910000,b10110011
118930000,b10110100
118950000,b10110101
118970000,b10110110
118990000,b10110111
119010000,b10111000
119030000,b10111001
119050000,b10111010
119070000,b10111011
119090000,b10111100
119110000,b10111101
119130000,b10111110
119150000,b10111111
119170000,b11000000
119190000,b11000001
119210000,b11000010
119230000,b11000011
119250000,b11000100
119270000,b11000101
119290000,b11000110
119310000,b11000111
119330000,b11001000
119350000,b11001001
119370000,b11001010
119390000,b11001011
119410000,b11001100
119430000,b11001101
119450000,b11001110
119470000,b11001111
119490000,b11010000
119510000,b11010001
119530000,b11010010
119550000,b11010011
119570000,b11010100
119590000,b11010101
119610000,b11010110
119630000,b11010111
119650000,b11011000
119670000,b11011001
119690000,b11011010
119710000,b11011011
119730000,b11011100
119750000,b11011101
119770000,b11011110
119790000,b11011111
119810000,b11100000
119830000,b11100001
119850000,b11100010
119870000,b11100011
119890000,b11100100
119910000,b11100101
119930000,b11100110
119950000,b11100111
119970000,b11101000
119990000,b11101001
120010000,b11101010
120030000,b11101011
120050000,b11101100
120070000,b11101101
120090000,b11101110
120110000,b11101111
120130000,b11110000
120150000,b11110001
120170000,b11110010
120190000,b11110011
120210000,b11110100
120230000,b11110101
120250000,b11110110
120270000,b11110111
120290000,b11111000
120310000,b11111001
120330000,b0
120350000,b1
120370000,b10
120390000,b11
120410000,b100
120430000,b101
120450000,b110
120470000,b111
120490000,b1000
120510000,b1001
120530000,b1010
120550000,b1011
120570000,b1100
120590000,b1101
120610000,b1110
120630000,b1111
120650000,b10000
120670000,b10001
120690000,b10010
120710000,b10011
120730000,b10100
120750000,b10101
120770000,b10110
120790000,b10111
120810000,b11000
120830000,b11001
120850000,b11010
120870000,b11011
120890000,b11100
120910000,b11101
120930000,b11110
120950000,b11111
120970000,b100000
120990000,b100001
121010000,b100010
121030000,b100011
121050000,b100100
121070000,b100101
121090000,b100110
121110000,b100111
121130000,b101000
121150000,b101001
121170000,b101010
121190000,b101011
121210000,b101100
121230000,b101101
121250000,b101110
121270000,b101111
121290000,b110000
121310000,b110001
121330000,b110010
121350000,b110011
121370000,b110100
121390000,b110101
121410000,b110110
121430000,b110111
121450000,b111000
121470000,b111001
121490000,b111010
121510000,b111011
121530000,b111100
121550000,b111101
121570000,b111110
121590000,b111111
121610000,b1000000
121630000,b1000001
121650000,b1000010
121670000,b1000011
121690000,b1000100
121710000,b1000101
121730000,b1000110
121750000,b1000111
121770000,b1001000
121790000,b1001001
121810000,b1001010
121830000,b1001011
121850000,b1001100
121870000,b1001101
121890000,b1001110
121910000,b1001111
121930000,b1010000
121950000,b1010001
121970000,b1010010
121990000,b1010011
122010000,b1010100
122030000,b1010101
122050000,b1010110
122070000,b1010111
122090000,b1011000
122110000,b1011001
122130000,b1011010
122150000,b1011011
122170000,b1011100
122190000,b1011101
122210000,b1011110
122230000,b1011111
122250000,b1100000
122270000,b1100001
122290000,b1100010
122310000,b1100011
122330000,b1100100
122350000,b1100101
122370000,b1100110
122390000,b1100111
122410000,b1101000
122430000,b1101001
122450000,b1101010
122470000,b1101011
122490000,b1101100
122510000,b1101101
122530000,b1101110
122550000,b1101111
122570000,b1110000
122590000,b1110001
122610000,b1110010
122630000,b1110011
122650000,b1110100
122670000,b1110101
122690000,b1110110
122710000,b1110111
122730000,b1111000
122750000,b1111001
122770000,b1111010
122790000,b1111011
122810000,b1111100
122830000,b1111101
122850000,b1111110
122870000,b1111111
122890000,b10000000
122910000,b10000001
122930000,b10000010
122950000,b10000011
122970000,b10000100
122990000,b10000101
123010000,b10000110
123030000,b10000111
123050000,b10001000
123070000,b10001001
123090000,b10001010
123110000,b10001011
123130000,b10001100
123150000,b10001101
123170000,b10001110
123190000,b10001111
123210000,b10010000
123230000,b10010001
123250000,b10010010
123270000,b10010011
123290000,b10010100
123310000,b10010101
123330000,b10010110
123350000,b10010111
123370000,b10011000
