Time (ns),spi_master_tb.dut.clk_counter
77230000,b1011111
77250000,b1100000
77270000,b1100001
77290000,b1100010
77310000,b1100011
77330000,b1100100
77350000,b1100101
77370000,b1100110
77390000,b1100111
77410000,b1101000
77430000,b1101001
77450000,b1101010
77470000,b1101011
77490000,b1101100
77510000,b1101101
77530000,b1101110
77550000,b1101111
77570000,b1110000
77590000,b1110001
77610000,b1110010
77630000,b1110011
77650000,b1110100
77670000,b1110101
77690000,b1110110
77710000,b1110111
77730000,b1111000
77750000,b1111001
77770000,b1111010
77790000,b1111011
77810000,b1111100
77830000,b1111101
77850000,b1111110
77870000,b1111111
77890000,b10000000
77910000,b10000001
77930000,b10000010
77950000,b10000011
77970000,b10000100
77990000,b10000101
78010000,b10000110
78030000,b10000111
78050000,b10001000
78070000,b10001001
78090000,b10001010
78110000,b10001011
78130000,b10001100
78150000,b10001101
78170000,b10001110
78190000,b10001111
78210000,b10010000
78230000,b10010001
78250000,b10010010
78270000,b10010011
78290000,b10010100
78310000,b10010101
78330000,b10010110
78350000,b10010111
78370000,b10011000
78390000,b10011001
78410000,b10011010
78430000,b10011011
78450000,b10011100
78470000,b10011101
78490000,b10011110
78510000,b10011111
78530000,b10100000
78550000,b10100001
78570000,b10100010
78590000,b10100011
78610000,b10100100
78630000,b10100101
78650000,b10100110
78670000,b10100111
78690000,b10101000
78710000,b10101001
78730000,b10101010
78750000,b10101011
78770000,b10101100
78790000,b10101101
78810000,b10101110
78830000,b10101111
78850000,b10110000
78870000,b10110001
78890000,b10110010
78910000,b10110011
78930000,b10110100
78950000,b10110101
78970000,b10110110
78990000,b10110111
79010000,b10111000
79030000,b10111001
79050000,b10111010
79070000,b10111011
79090000,b10111100
79110000,b10111101
79130000,b10111110
79150000,b10111111
79170000,b11000000
79190000,b11000001
79210000,b11000010
79230000,b11000011
79250000,b11000100
79270000,b11000101
79290000,b11000110
79310000,b11000111
79330000,b11001000
79350000,b11001001
79370000,b11001010
79390000,b11001011
79410000,b11001100
79430000,b11001101
79450000,b11001110
79470000,b11001111
79490000,b11010000
79510000,b11010001
79530000,b11010010
79550000,b11010011
79570000,b11010100
79590000,b11010101
79610000,b11010110
79630000,b11010111
79650000,b11011000
79670000,b11011001
79690000,b11011010
79710000,b11011011
79730000,b11011100
79750000,b11011101
79770000,b11011110
79790000,b11011111
79810000,b11100000
79830000,b11100001
79850000,b11100010
79870000,b11100011
79890000,b11100100
79910000,b11100101
79930000,b11100110
79950000,b11100111
79970000,b11101000
79990000,b11101001
80010000,b11101010
80030000,b11101011
80050000,b11101100
80070000,b11101101
80090000,b11101110
80110000,b11101111
80130000,b11110000
80150000,b11110001
80170000,b11110010
80190000,b11110011
80210000,b11110100
80230000,b11110101
80250000,b11110110
80270000,b11110111
80290000,b11111000
80310000,b11111001
80330000,b0
80350000,b1
80370000,b10
80390000,b11
80410000,b100
80430000,b101
80450000,b110
80470000,b111
80490000,b1000
80510000,b1001
80530000,b1010
80550000,b1011
80570000,b1100
80590000,b1101
80610000,b1110
80630000,b1111
80650000,b10000
80670000,b10001
80690000,b10010
80710000,b10011
80730000,b10100
80750000,b10101
80770000,b10110
80790000,b10111
80810000,b11000
80830000,b11001
80850000,b11010
80870000,b11011
80890000,b11100
80910000,b11101
80930000,b11110
80950000,b11111
80970000,b100000
80990000,b100001
81010000,b100010
81030000,b100011
81050000,b100100
81070000,b100101
81090000,b100110
81110000,b100111
81130000,b101000
81150000,b101001
81170000,b101010
81190000,b101011
81210000,b101100
81230000,b101101
81250000,b101110
81270000,b101111
81290000,b110000
81310000,b110001
81330000,b110010
81350000,b110011
81370000,b110100
81390000,b110101
81410000,b110110
81430000,b110111
81450000,b111000
81470000,b111001
81490000,b111010
81510000,b111011
81530000,b111100
81550000,b111101
81570000,b111110
81590000,b111111
81610000,b1000000
81630000,b1000001
81650000,b1000010
81670000,b1000011
81690000,b1000100
81710000,b1000101
81730000,b1000110
81750000,b1000111
81770000,b1001000
81790000,b1001001
81810000,b1001010
81830000,b1001011
81850000,b1001100
81870000,b1001101
81890000,b1001110
81910000,b1001111
81930000,b1010000
81950000,b1010001
81970000,b1010010
81990000,b1010011
82010000,b1010100
82030000,b1010101
82050000,b1010110
82070000,b1010111
82090000,b1011000
82110000,b1011001
82130000,b1011010
82150000,b1011011
82170000,b1011100
82190000,b1011101
82210000,b1011110
82230000,b1011111
82250000,b1100000
82270000,b1100001
82290000,b1100010
82310000,b1100011
82330000,b1100100
82350000,b1100101
82370000,b1100110
82390000,b1100111
82410000,b1101000
82430000,b1101001
82450000,b1101010
82470000,b1101011
82490000,b1101100
82510000,b1101101
82530000,b1101110
82550000,b1101111
82570000,b1110000
82590000,b1110001
82610000,b1110010
82630000,b1110011
82650000,b1110100
82670000,b1110101
82690000,b1110110
82710000,b1110111
82730000,b1111000
82750000,b1111001
82770000,b1111010
82790000,b1111011
82810000,b1111100
82830000,b1111101
82850000,b1111110
82870000,b1111111
82890000,b10000000
82910000,b10000001
82930000,b10000010
82950000,b10000011
82970000,b10000100
82990000,b10000101
83010000,b10000110
83030000,b10000111
83050000,b10001000
83070000,b10001001
83090000,b10001010
83110000,b10001011
83130000,b10001100
83150000,b10001101
83170000,b10001110
83190000,b10001111
83210000,b10010000
83230000,b10010001
83250000,b10010010
83270000,b10010011
83290000,b10010100
83310000,b10010101
83330000,b10010110
83350000,b10010111
83370000,b10011000
83390000,b10011001
83410000,b10011010
83430000,b10011011
83450000,b10011100
83470000,b10011101
83490000,b10011110
83510000,b10011111
83530000,b10100000
83550000,b10100001
83570000,b10100010
83590000,b10100011
83610000,b10100100
83630000,b10100101
83650000,b10100110
83670000,b10100111
83690000,b10101000
83710000,b10101001
83730000,b10101010
83750000,b10101011
83770000,b10101100
83790000,b10101101
83810000,b10101110
83830000,b10101111
83850000,b10110000
83870000,b10110001
83890000,b10110010
83910000,b10110011
83930000,b10110100
83950000,b10110101
83970000,b10110110
83990000,b10110111
84010000,b10111000
84030000,b10111001
84050000,b10111010
84070000,b10111011
84090000,b10111100
84110000,b10111101
84130000,b10111110
84150000,b10111111
84170000,b11000000
84190000,b11000001
84210000,b11000010
84230000,b11000011
84250000,b11000100
84270000,b11000101
84290000,b11000110
84310000,b11000111
84330000,b11001000
84350000,b11001001
84370000,b11001010
84390000,b11001011
84410000,b11001100
84430000,b11001101
84450000,b11001110
84470000,b11001111
84490000,b11010000
84510000,b11010001
84530000,b11010010
84550000,b11010011
84570000,b11010100
84590000,b11010101
84610000,b11010110
84630000,b11010111
84650000,b11011000
84670000,b11011001
84690000,b11011010
84710000,b11011011
84730000,b11011100
84750000,b11011101
84770000,b11011110
84790000,b11011111
84810000,b11100000
84830000,b11100001
84850000,b11100010
84870000,b11100011
84890000,b11100100
84910000,b11100101
84930000,b11100110
84950000,b11100111
84970000,b11101000
84990000,b11101001
85010000,b11101010
85030000,b11101011
85050000,b11101100
85070000,b11101101
85090000,b11101110
85110000,b11101111
85130000,b11110000
85150000,b11110001
85170000,b11110010
85190000,b11110011
85210000,b11110100
85230000,b11110101
85250000,b11110110
85270000,b11110111
85290000,b11111000
85310000,b11111001
85330000,b0
85350000,b1
85370000,b10
85390000,b11
85410000,b100
85430000,b101
85450000,b110
85470000,b111
85490000,b1000
85510000,b1001
85530000,b1010
85550000,b1011
85570000,b1100
85590000,b1101
85610000,b1110
85630000,b1111
85650000,b10000
85670000,b10001
85690000,b10010
85710000,b10011
85730000,b10100
85750000,b10101
85770000,b10110
85790000,b10111
85810000,b11000
85830000,b11001
85850000,b11010
85870000,b11011
85890000,b11100
85910000,b11101
85930000,b11110
85950000,b11111
85970000,b100000
85990000,b100001
86010000,b100010
86030000,b100011
86050000,b100100
86070000,b100101
86090000,b100110
86110000,b100111
86130000,b101000
86150000,b101001
86170000,b101010
86190000,b101011
86210000,b101100
86230000,b101101
86250000,b101110
86270000,b101111
86290000,b110000
86310000,b110001
86330000,b110010
86350000,b110011
86370000,b110100
86390000,b110101
86410000,b110110
86430000,b110111
86450000,b111000
86470000,b111001
86490000,b111010
86510000,b111011
86530000,b111100
86550000,b111101
86570000,b111110
86590000,b111111
86610000,b1000000
86630000,b1000001
86650000,b1000010
86670000,b1000011
86690000,b1000100
86710000,b1000101
86730000,b1000110
86750000,b1000111
86770000,b1001000
86790000,b1001001
86810000,b1001010
86830000,b1001011
86850000,b1001100
86870000,b1001101
86890000,b1001110
86910000,b1001111
86930000,b1010000
86950000,b1010001
86970000,b1010010
86990000,b1010011
87010000,b1010100
87030000,b1010101
87050000,b1010110
87070000,b1010111
87090000,b1011000
87110000,b1011001
87130000,b1011010
87150000,b1011011
87170000,b1011100
87190000,b1011101
87210000,b1011110
87230000,b1011111
87250000,b1100000
87270000,b1100001
87290000,b1100010
87310000,b1100011
87330000,b1100100
87350000,b1100101
87370000,b1100110
87390000,b1100111
87410000,b1101000
87430000,b1101001
87450000,b1101010
87470000,b1101011
87490000,b1101100
87510000,b1101101
87530000,b1101110
87550000,b1101111
87570000,b1110000
87590000,b1110001
87610000,b1110010
87630000,b1110011
87650000,b1110100
87670000,b1110101
87690000,b1110110
87710000,b1110111
87730000,b1111000
87750000,b1111001
87770000,b1111010
87790000,b1111011
87810000,b1111100
87830000,b1111101
87850000,b1111110
87870000,b1111111
87890000,b10000000
87910000,b10000001
87930000,b10000010
87950000,b10000011
87970000,b10000100
87990000,b10000101
88010000,b10000110
88030000,b10000111
88050000,b10001000
88070000,b10001001
88090000,b10001010
88110000,b10001011
88130000,b10001100
88150000,b10001101
88170000,b10001110
88190000,b10001111
88210000,b10010000
88230000,b10010001
88250000,b10010010
88270000,b10010011
88290000,b10010100
88310000,b10010101
88330000,b10010110
88350000,b10010111
88370000,b10011000
88390000,b10011001
88410000,b10011010
88430000,b10011011
88450000,b10011100
88470000,b10011101
88490000,b10011110
88510000,b10011111
88530000,b10100000
88550000,b10100001
88570000,b10100010
88590000,b10100011
88610000,b10100100
88630000,b10100101
88650000,b10100110
88670000,b10100111
88690000,b10101000
88710000,b10101001
88730000,b10101010
88750000,b10101011
88770000,b10101100
88790000,b10101101
88810000,b10101110
88830000,b10101111
88850000,b10110000
88870000,b10110001
88890000,b10110010
88910000,b10110011
88930000,b10110100
88950000,b10110101
88970000,b10110110
88990000,b10110111
89010000,b10111000
89030000,b10111001
89050000,b10111010
89070000,b10111011
89090000,b10111100
89110000,b10111101
89130000,b10111110
89150000,b10111111
89170000,b11000000
89190000,b11000001
89210000,b11000010
89230000,b11000011
89250000,b11000100
89270000,b11000101
89290000,b11000110
89310000,b11000111
89330000,b11001000
89350000,b11001001
89370000,b11001010
89390000,b11001011
89410000,b11001100
89430000,b11001101
89450000,b11001110
89470000,b11001111
89490000,b11010000
89510000,b11010001
89530000,b11010010
89550000,b11010011
89570000,b11010100
89590000,b11010101
89610000,b11010110
89630000,b11010111
89650000,b11011000
89670000,b11011001
89690000,b11011010
89710000,b11011011
89730000,b11011100
89750000,b11011101
89770000,b11011110
89790000,b11011111
89810000,b11100000
89830000,b11100001
89850000,b11100010
89870000,b11100011
89890000,b11100100
89910000,b11100101
89930000,b11100110
89950000,b11100111
89970000,b11101000
89990000,b11101001
90010000,b11101010
90030000,b11101011
90050000,b11101100
90070000,b11101101
90090000,b11101110
90110000,b11101111
90130000,b11110000
90150000,b11110001
90170000,b11110010
90190000,b11110011
90210000,b11110100
90230000,b11110101
90250000,b11110110
90270000,b11110111
90290000,b11111000
90310000,b11111001
90330000,b0
90350000,b1
90370000,b10
90390000,b11
90410000,b100
90430000,b101
90450000,b110
90470000,b111
90490000,b1000
90510000,b1001
90530000,b1010
90550000,b1011
90570000,b1100
90590000,b1101
90610000,b1110
90630000,b1111
90650000,b10000
90670000,b10001
90690000,b10010
90710000,b10011
90730000,b10100
90750000,b10101
90770000,b10110
90790000,b10111
90810000,b11000
90830000,b11001
90850000,b11010
90870000,b11011
90890000,b11100
90910000,b11101
90930000,b11110
90950000,b11111
90970000,b100000
90990000,b100001
91010000,b100010
91030000,b100011
91050000,b100100
91070000,b100101
91090000,b100110
91110000,b100111
91130000,b101000
91150000,b101001
91170000,b101010
91190000,b101011
91210000,b101100
91230000,b101101
91250000,b101110
91270000,b101111
91290000,b110000
91310000,b110001
91330000,b110010
91350000,b110011
91370000,b110100
91390000,b110101
91410000,b110110
91430000,b110111
91450000,b111000
91470000,b111001
91490000,b111010
91510000,b111011
91530000,b111100
91550000,b111101
91570000,b111110
91590000,b111111
91610000,b1000000
91630000,b1000001
91650000,b1000010
91670000,b1000011
91690000,b1000100
91710000,b1000101
91730000,b1000110
91750000,b1000111
91770000,b1001000
91790000,b1001001
91810000,b1001010
91830000,b1001011
91850000,b1001100
91870000,b1001101
91890000,b1001110
91910000,b1001111
91930000,b1010000
91950000,b1010001
91970000,b1010010
91990000,b1010011
92010000,b1010100
92030000,b1010101
92050000,b1010110
92070000,b1010111
92090000,b1011000
92110000,b1011001
92130000,b1011010
92150000,b1011011
92170000,b1011100
92190000,b1011101
92210000,b1011110
92230000,b1011111
92250000,b1100000
92270000,b1100001
92290000,b1100010
92310000,b1100011
92330000,b1100100
92350000,b1100101
92370000,b1100110
92390000,b1100111
92410000,b1101000
92430000,b1101001
92450000,b1101010
92470000,b1101011
92490000,b1101100
92510000,b1101101
92530000,b1101110
92550000,b1101111
92570000,b1110000
92590000,b1110001
92610000,b1110010
92630000,b1110011
92650000,b1110100
92670000,b1110101
92690000,b1110110
92710000,b1110111
92730000,b1111000
92750000,b1111001
92770000,b1111010
92790000,b1111011
92810000,b1111100
92830000,b1111101
92850000,b1111110
92870000,b1111111
92890000,b10000000
92910000,b10000001
92930000,b10000010
92950000,b10000011
92970000,b10000100
92990000,b10000101
93010000,b10000110
93030000,b10000111
93050000,b10001000
93070000,b10001001
93090000,b10001010
93110000,b10001011
93130000,b10001100
93150000,b10001101
93170000,b10001110
93190000,b10001111
93210000,b10010000
93230000,b10010001
93250000,b10010010
93270000,b10010011
93290000,b10010100
93310000,b10010101
93330000,b10010110
93350000,b10010111
93370000,b10011000
93390000,b10011001
93410000,b10011010
93430000,b10011011
93450000,b10011100
93470000,b10011101
93490000,b10011110
93510000,b10011111
93530000,b10100000
93550000,b10100001
93570000,b10100010
93590000,b10100011
93610000,b10100100
93630000,b10100101
93650000,b10100110
93670000,b10100111
93690000,b10101000
93710000,b10101001
93730000,b10101010
93750000,b10101011
93770000,b10101100
93790000,b10101101
93810000,b10101110
93830000,b10101111
93850000,b10110000
93870000,b10110001
93890000,b10110010
93910000,b10110011
93930000,b10110100
93950000,b10110101
93970000,b10110110
93990000,b10110111
94010000,b10111000
94030000,b10111001
94050000,b10111010
94070000,b10111011
94090000,b10111100
94110000,b10111101
94130000,b10111110
94150000,b10111111
94170000,b11000000
94190000,b11000001
94210000,b11000010
94230000,b11000011
94250000,b11000100
94270000,b11000101
94290000,b11000110
94310000,b11000111
94330000,b11001000
94350000,b11001001
94370000,b11001010
94390000,b11001011
94410000,b11001100
94430000,b11001101
94450000,b11001110
94470000,b11001111
94490000,b11010000
94510000,b11010001
94530000,b11010010
94550000,b11010011
94570000,b11010100
94590000,b11010101
94610000,b11010110
94630000,b11010111
94650000,b11011000
94670000,b11011001
94690000,b11011010
94710000,b11011011
94730000,b11011100
94750000,b11011101
94770000,b11011110
94790000,b11011111
94810000,b11100000
94830000,b11100001
94850000,b11100010
94870000,b11100011
94890000,b11100100
94910000,b11100101
94930000,b11100110
94950000,b11100111
94970000,b11101000
94990000,b11101001
95010000,b11101010
95030000,b11101011
95050000,b11101100
95070000,b11101101
95090000,b11101110
95110000,b11101111
95130000,b11110000
95150000,b11110001
95170000,b11110010
95190000,b11110011
95210000,b11110100
95230000,b11110101
95250000,b11110110
95270000,b11110111
95290000,b11111000
95310000,b11111001
95330000,b0
95350000,b1
95370000,b10
95390000,b11
95410000,b100
95430000,b101
95450000,b110
95470000,b111
95490000,b1000
95510000,b1001
95530000,b1010
95550000,b1011
95570000,b1100
95590000,b1101
95610000,b1110
95630000,b1111
95650000,b10000
95670000,b10001
95690000,b10010
95710000,b10011
95730000,b10100
95750000,b10101
95770000,b10110
95790000,b10111
95810000,b11000
95830000,b11001
95850000,b11010
95870000,b11011
95890000,b11100
95910000,b11101
95930000,b11110
95950000,b11111
95970000,b100000
95990000,b100001
96010000,b100010
96030000,b100011
96050000,b100100
96070000,b100101
96090000,b100110
96110000,b100111
96130000,b101000
96150000,b101001
96170000,b101010
96190000,b101011
96210000,b101100
96230000,b101101
96250000,b101110
96270000,b101111
96290000,b110000
96310000,b110001
96330000,b110010
96350000,b110011
96370000,b110100
96390000,b110101
96410000,b110110
96430000,b110111
96450000,b111000
96470000,b111001
96490000,b111010
96510000,b111011
96530000,b111100
96550000,b111101
96570000,b111110
96590000,b111111
96610000,b1000000
96630000,b1000001
96650000,b1000010
96670000,b1000011
96690000,b1000100
96710000,b1000101
96730000,b1000110
96750000,b1000111
96770000,b1001000
96790000,b1001001
96810000,b1001010
96830000,b1001011
96850000,b1001100
96870000,b1001101
96890000,b1001110
96910000,b1001111
96930000,b1010000
96950000,b1010001
96970000,b1010010
96990000,b1010011
97010000,b1010100
97030000,b1010101
97050000,b1010110
97070000,b1010111
97090000,b1011000
97110000,b1011001
97130000,b1011010
97150000,b1011011
97170000,b1011100
97190000,b1011101
97210000,b1011110
97230000,b1011111
97250000,b1100000
97270000,b1100001
97290000,b1100010
97310000,b1100011
97330000,b1100100
97350000,b1100101
97370000,b1100110
97390000,b1100111
97410000,b1101000
97430000,b1101001
97450000,b1101010
97470000,b1101011
97490000,b1101100
97510000,b1101101
97530000,b1101110
97550000,b1101111
97570000,b1110000
97590000,b1110001
97610000,b1110010
97630000,b1110011
97650000,b1110100
97670000,b1110101
97690000,b1110110
97710000,b1110111
97730000,b1111000
97750000,b1111001
97770000,b1111010
97790000,b1111011
97810000,b1111100
97830000,b1111101
97850000,b1111110
97870000,b1111111
97890000,b10000000
97910000,b10000001
97930000,b10000010
97950000,b10000011
97970000,b10000100
97990000,b10000101
98010000,b10000110
98030000,b10000111
98050000,b10001000
98070000,b10001001
98090000,b10001010
98110000,b10001011
98130000,b10001100
98150000,b10001101
98170000,b10001110
98190000,b10001111
98210000,b10010000
98230000,b10010001
98250000,b10010010
98270000,b10010011
98290000,b10010100
98310000,b10010101
98330000,b10010110
98350000,b10010111
98370000,b10011000
98390000,b10011001
98410000,b10011010
98430000,b10011011
98450000,b10011100
98470000,b10011101
98490000,b10011110
98510000,b10011111
98530000,b10100000
98550000,b10100001
98570000,b10100010
98590000,b10100011
98610000,b10100100
98630000,b10100101
98650000,b10100110
98670000,b10100111
98690000,b10101000
98710000,b10101001
98730000,b10101010
98750000,b10101011
98770000,b10101100
98790000,b10101101
98810000,b10101110
98830000,b10101111
98850000,b10110000
98870000,b10110001
98890000,b10110010
98910000,b10110011
98930000,b10110100
98950000,b10110101
98970000,b10110110
98990000,b10110111
99010000,b10111000
99030000,b10111001
99050000,b10111010
99070000,b10111011
99090000,b10111100
99110000,b10111101
99130000,b10111110
99150000,b10111111
99170000,b11000000
99190000,b11000001
99210000,b11000010
99230000,b11000011
99250000,b11000100
99270000,b11000101
99290000,b11000110
99310000,b11000111
99330000,b11001000
99350000,b11001001
99370000,b11001010
99390000,b11001011
99410000,b11001100
99430000,b11001101
99450000,b11001110
99470000,b11001111
99490000,b11010000
99510000,b11010001
99530000,b11010010
99550000,b11010011
99570000,b11010100
99590000,b11010101
99610000,b11010110
99630000,b11010111
99650000,b11011000
99670000,b11011001
99690000,b11011010
99710000,b11011011
99730000,b11011100
99750000,b11011101
99770000,b11011110
99790000,b11011111
99810000,b11100000
99830000,b11100001
99850000,b11100010
99870000,b11100011
99890000,b11100100
99910000,b11100101
99930000,b11100110
99950000,b11100111
99970000,b11101000
99990000,b11101001
100010000,b11101010
100030000,b11101011
100050000,b11101100
100070000,b11101101
100090000,b11101110
100110000,b11101111
100130000,b11110000
100150000,b11110001
100170000,b11110010
100190000,b11110011
100210000,b11110100
100230000,b11110101
100250000,b11110110
100270000,b11110111
100290000,b11111000
100310000,b11111001
100330000,b0
100350000,b1
100370000,b10
100390000,b11
100410000,b100
100430000,b101
100450000,b110
100470000,b111
100490000,b1000
100510000,b1001
100530000,b1010
100550000,b1011
100570000,b1100
100590000,b1101
100610000,b1110
100630000,b1111
100650000,b10000
100670000,b10001
100690000,b10010
100710000,b10011
100730000,b10100
100750000,b10101
100770000,b10110
100790000,b10111
100810000,b11000
100830000,b11001
100850000,b11010
100870000,b11011
100890000,b11100
100910000,b11101
100930000,b11110
100950000,b11111
100970000,b100000
100990000,b100001
101010000,b100010
101030000,b100011
101050000,b100100
101070000,b100101
101090000,b100110
101110000,b100111
101130000,b101000
101150000,b101001
101170000,b101010
101190000,b101011
101210000,b101100
101230000,b101101
101250000,b101110
101270000,b101111
101290000,b110000
101310000,b110001
101330000,b110010
101350000,b110011
101370000,b110100
101390000,b110101
101410000,b110110
101430000,b110111
101450000,b111000
101470000,b111001
101490000,b111010
101510000,b111011
101530000,b111100
101550000,b111101
101570000,b111110
101590000,b111111
101610000,b1000000
101630000,b1000001
101650000,b1000010
101670000,b1000011
101690000,b1000100
101710000,b1000101
101730000,b1000110
101750000,b1000111
101770000,b1001000
101790000,b1001001
101810000,b1001010
101830000,b1001011
101850000,b1001100
101870000,b1001101
101890000,b1001110
101910000,b1001111
101930000,b1010000
101950000,b1010001
101970000,b1010010
101990000,b1010011
102010000,b1010100
102030000,b1010101
102050000,b1010110
102070000,b1010111
102090000,b1011000
102110000,b1011001
102130000,b1011010
102150000,b1011011
102170000,b1011100
102190000,b1011101
102210000,b1011110
102230000,b1011111
102250000,b1100000
102270000,b1100001
102290000,b1100010
102310000,b1100011
102330000,b1100100
102350000,b1100101
102370000,b1100110
102390000,b1100111
102410000,b1101000
102430000,b1101001
102450000,b1101010
102470000,b1101011
102490000,b1101100
102510000,b1101101
102530000,b1101110
102550000,b1101111
102570000,b1110000
102590000,b1110001
102610000,b1110010
102630000,b1110011
102650000,b1110100
102670000,b1110101
102690000,b1110110
102710000,b1110111
102730000,b1111000
102750000,b1111001
102770000,b1111010
102790000,b1111011
102810000,b1111100
102830000,b1111101
102850000,b1111110
102870000,b1111111
102890000,b10000000
102910000,b10000001
102930000,b10000010
102950000,b10000011
102970000,b10000100
102990000,b10000101
103010000,b10000110
103030000,b10000111
103050000,b10001000
103070000,b10001001
103090000,b10001010
103110000,b10001011
103130000,b10001100
103150000,b10001101
103170000,b10001110
103190000,b10001111
103210000,b10010000
103230000,b10010001
103250000,b10010010
103270000,b10010011
103290000,b10010100
103310000,b10010101
103330000,b10010110
103350000,b10010111
103370000,b10011000
103390000,b10011001
103410000,b10011010
103430000,b10011011
103450000,b10011100
103470000,b10011101
103490000,b10011110
103510000,b10011111
103530000,b10100000
103550000,b10100001
103570000,b10100010
103590000,b10100011
103610000,b10100100
103630000,b10100101
103650000,b10100110
103670000,b10100111
103690000,b10101000
103710000,b10101001
103730000,b10101010
103750000,b10101011
103770000,b10101100
103790000,b10101101
103810000,b10101110
103830000,b10101111
103850000,b10110000
103870000,b10110001
103890000,b10110010
103910000,b10110011
103930000,b10110100
103950000,b10110101
103970000,b10110110
103990000,b10110111
104010000,b10111000
104030000,b10111001
104050000,b10111010
104070000,b10111011
104090000,b10111100
104110000,b10111101
104130000,b10111110
104150000,b10111111
104170000,b11000000
104190000,b11000001
104210000,b11000010
104230000,b11000011
104250000,b11000100
104270000,b11000101
104290000,b11000110
104310000,b11000111
104330000,b11001000
104350000,b11001001
104370000,b11001010
104390000,b11001011
104410000,b11001100
104430000,b11001101
104450000,b11001110
104470000,b11001111
104490000,b11010000
104510000,b11010001
104530000,b11010010
104550000,b11010011
104570000,b11010100
104590000,b11010101
104610000,b11010110
104630000,b11010111
104650000,b11011000
104670000,b11011001
104690000,b11011010
104710000,b11011011
104730000,b11011100
104750000,b11011101
104770000,b11011110
104790000,b11011111
104810000,b11100000
104830000,b11100001
104850000,b11100010
104870000,b11100011
104890000,b11100100
104910000,b11100101
104930000,b11100110
104950000,b11100111
104970000,b11101000
104990000,b11101001
105010000,b11101010
105030000,b11101011
105050000,b11101100
105070000,b11101101
105090000,b11101110
105110000,b11101111
105130000,b11110000
105150000,b11110001
105170000,b11110010
105190000,b11110011
105210000,b11110100
105230000,b11110101
105250000,b11110110
105270000,b11110111
105290000,b11111000
105310000,b11111001
105330000,b0
105350000,b1
105370000,b10
105390000,b11
105410000,b100
105430000,b101
105450000,b110
105470000,b111
105490000,b1000
105510000,b1001
105530000,b1010
105550000,b1011
105570000,b1100
105590000,b1101
105610000,b1110
105630000,b1111
105650000,b10000
105670000,b10001
105690000,b10010
105710000,b10011
105730000,b10100
105750000,b10101
105770000,b10110
105790000,b10111
105810000,b11000
105830000,b11001
105850000,b11010
105870000,b11011
105890000,b11100
105910000,b11101
105930000,b11110
105950000,b11111
105970000,b100000
105990000,b100001
106010000,b100010
106030000,b100011
106050000,b100100
106070000,b100101
106090000,b100110
106110000,b100111
106130000,b101000
106150000,b101001
106170000,b101010
106190000,b101011
106210000,b101100
106230000,b101101
106250000,b101110
106270000,b101111
106290000,b110000
106310000,b110001
106330000,b110010
106350000,b110011
106370000,b110100
106390000,b110101
106410000,b110110
106430000,b110111
106450000,b111000
106470000,b111001
106490000,b111010
106510000,b111011
106530000,b111100
106550000,b111101
106570000,b111110
106590000,b111111
106610000,b1000000
106630000,b1000001
106650000,b1000010
106670000,b1000011
106690000,b1000100
106710000,b1000101
106730000,b1000110
106750000,b1000111
106770000,b1001000
106790000,b1001001
106810000,b1001010
106830000,b1001011
106850000,b1001100
106870000,b1001101
106890000,b1001110
106910000,b1001111
106930000,b1010000
106950000,b1010001
106970000,b1010010
106990000,b1010011
107010000,b1010100
107030000,b1010101
107050000,b1010110
107070000,b1010111
107090000,b1011000
107110000,b1011001
107130000,b1011010
107150000,b1011011
107170000,b1011100
107190000,b1011101
107210000,b1011110
107230000,b1011111
107250000,b1100000
107270000,b1100001
107290000,b1100010
107310000,b1100011
107330000,b1100100
107350000,b1100101
107370000,b1100110
107390000,b1100111
107410000,b1101000
107430000,b1101001
107450000,b1101010
107470000,b1101011
107490000,b1101100
107510000,b1101101
107530000,b1101110
107550000,b1101111
107570000,b1110000
107590000,b1110001
107610000,b1110010
107630000,b1110011
107650000,b1110100
107670000,b1110101
107690000,b1110110
107710000,b1110111
107730000,b1111000
107750000,b1111001
107770000,b1111010
107790000,b1111011
107810000,b1111100
107830000,b1111101
107850000,b1111110
107870000,b1111111
107890000,b10000000
107910000,b10000001
107930000,b10000010
107950000,b10000011
107970000,b10000100
107990000,b10000101
108010000,b10000110
108030000,b10000111
108050000,b10001000
108070000,b10001001
108090000,b10001010
108110000,b10001011
108130000,b10001100
108150000,b10001101
108170000,b10001110
108190000,b10001111
108210000,b10010000
108230000,b10010001
108250000,b10010010
108270000,b10010011
108290000,b10010100
108310000,b10010101
108330000,b10010110
108350000,b10010111
108370000,b10011000
108390000,b10011001
108410000,b10011010
108430000,b10011011
108450000,b10011100
108470000,b10011101
108490000,b10011110
108510000,b10011111
108530000,b10100000
108550000,b10100001
108570000,b10100010
108590000,b10100011
108610000,b10100100
108630000,b10100101
108650000,b10100110
108670000,b10100111
108690000,b10101000
108710000,b10101001
108730000,b10101010
108750000,b10101011
108770000,b10101100
108790000,b10101101
108810000,b10101110
108830000,b10101111
108850000,b10110000
108870000,b10110001
108890000,b10110010
108910000,b10110011
108930000,b10110100
108950000,b10110101
108970000,b10110110
108990000,b10110111
109010000,b10111000
109030000,b10111001
109050000,b10111010
109070000,b10111011
109090000,b10111100
109110000,b10111101
109130000,b10111110
109150000,b10111111
109170000,b11000000
109190000,b11000001
109210000,b11000010
109230000,b11000011
