Time (ns),SCLK,MOSI,MISO,SS_N,BUSY,IRQ,DATA
0,x,0,b111,0,bx,x,0
10000,x,0,b111,0,bx,x,0
20000,x,0,b111,0,bx,x,0
30000,x,0,b111,0,bx,x,0
40000,x,0,b111,0,bx,x,0
50000,x,0,b111,0,bx,x,0
60000,x,0,b111,0,bx,x,0
70000,x,0,b111,0,bx,x,0
80000,x,0,b111,0,bx,x,0
90000,x,0,b111,0,bx,x,0
100000,x,0,b111,0,bx,x,0
110000,x,0,b111,0,bx,x,0
120000,x,0,b111,0,bx,x,0
130000,x,0,b111,0,bx,x,0
140000,x,0,b111,0,bx,x,0
150000,x,0,b111,0,bx,x,0
160000,x,0,b111,0,bx,x,0
170000,x,0,b111,0,bx,x,0
180000,x,0,b111,0,bx,x,0
190000,x,0,b111,0,bx,x,0
200000,x,0,b111,0,bx,x,0
210000,x,0,b111,0,bx,x,0
220000,x,0,b111,0,bx,x,0
230000,x,0,b111,0,bx,x,0
240000,x,0,b111,0,bx,x,0
250000,x,0,b111,0,bx,x,0
260000,x,0,b111,0,bx,x,0
270000,x,0,b111,0,bx,x,0
280000,x,0,b111,0,bx,x,0
290000,x,0,b111,0,bx,x,0
300000,x,0,b111,0,bx,x,0
310000,x,0,b111,0,bx,x,0
320000,x,0,b111,0,bx,x,0
330000,x,0,b111,0,bx,x,0
340000,x,0,b111,0,bx,x,0
350000,x,0,b111,0,bx,x,0
360000,x,0,b111,0,bx,x,0
370000,x,0,b111,0,bx,x,0
380000,x,0,b111,0,bx,x,0
390000,x,0,b111,0,bx,x,0
400000,x,0,b111,0,bx,x,0
410000,x,0,b111,0,bx,x,0
420000,x,0,b111,0,bx,x,0
430000,x,0,b111,0,bx,x,0
440000,x,0,b111,0,bx,x,0
450000,x,0,b111,0,bx,x,0
460000,x,0,b111,0,bx,x,0
470000,x,0,b111,0,bx,x,0
480000,x,0,b111,0,bx,x,0
490000,x,0,b111,0,bx,x,0
500000,x,0,b111,0,bx,x,0
510000,x,0,b111,0,bx,x,0
520000,x,0,b111,0,bx,x,0
530000,x,0,b111,0,bx,x,0
540000,x,0,b111,0,bx,x,0
550000,x,0,b111,0,bx,x,0
560000,x,0,b111,0,bx,x,0
570000,x,0,b111,0,bx,x,0
580000,x,0,b111,0,bx,x,0
590000,x,0,b111,0,bx,x,0
600000,x,0,b111,0,bx,x,0
610000,x,0,b111,0,bx,x,0
620000,x,0,b111,0,bx,x,0
630000,x,0,b111,0,bx,x,0
640000,x,0,b111,0,bx,x,0
650000,x,0,b111,0,bx,x,0
660000,x,0,b111,0,bx,x,0
670000,x,0,b111,0,bx,x,0
680000,x,0,b111,0,bx,x,0
690000,x,0,b111,0,bx,x,0
700000,x,0,b111,0,bx,x,0
710000,x,0,b111,0,bx,x,0
720000,x,0,b111,0,bx,x,0
730000,x,0,b111,0,bx,x,0
740000,x,0,b111,0,bx,x,0
750000,x,0,b111,0,bx,x,0
760000,x,0,b111,0,bx,x,0
770000,x,0,b111,0,bx,x,0
780000,x,0,b111,0,bx,x,0
790000,x,0,b111,0,bx,x,0
800000,x,0,b111,0,bx,x,0
810000,x,0,b111,0,bx,x,0
820000,x,0,b111,0,bx,x,0
830000,x,0,b111,0,bx,x,0
840000,x,0,b111,0,bx,x,0
850000,x,0,b111,0,bx,x,0
860000,x,0,b111,0,bx,x,0
870000,x,0,b111,0,bx,x,0
880000,x,0,b111,0,bx,x,0
890000,x,0,b111,0,bx,x,0
900000,0,0,b111,0,bx,0,0
910000,0,0,b111,0,bx,0,0
920000,0,0,b111,0,bx,0,0
930000,0,0,b111,0,bx,0,0
940000,0,0,b111,0,bx,0,0
950000,0,0,b111,0,bx,0,0
960000,0,0,b111,0,bx,0,0
970000,0,0,b111,0,bx,0,0
980000,0,0,b111,0,bx,0,0
990000,0,0,b111,0,bx,0,0
1000000,0,0,b111,0,bx,0,0
1010000,1,0,b111,0,b1110,1,0
1020000,1,0,b111,0,b1110,1,0
1025000,1,0,b111,0,b1110,1,0
1030000,1,0,b111,0,b1110,1,0
1040000,1,0,b111,0,b1110,1,0
1050000,1,0,b111,0,b1110,1,0
1060000,1,0,b111,0,b1110,1,0
1070000,1,0,b111,0,b1110,1,0
1075000,1,0,b111,0,b1110,1,0
1080000,1,0,b111,0,b1110,1,0
1090000,1,0,b111,0,b1110,1,0
1100000,1,0,b111,0,b1110,1,0
1110000,1,0,b111,0,b1110,1,0
1120000,1,0,b111,0,b1110,1,0
1125000,1,0,b111,0,b1110,1,0
1130000,1,0,b111,0,b1110,1,0
1140000,1,0,b111,0,b1110,1,0
1150000,1,0,b111,0,b1110,1,0
1160000,1,0,b111,0,b1110,1,0
1170000,1,0,b111,0,b1110,1,0
1175000,1,0,b111,0,b1110,1,0
1180000,1,0,b111,0,b1110,1,0
1190000,1,0,b111,0,b1110,1,0
1200000,1,0,b111,0,b1110,1,0
1210000,1,0,b111,0,b1110,1,0
1220000,1,0,b111,0,b1110,1,0
1225000,1,0,b111,0,b1110,1,0
1230000,1,0,b111,0,b1110,1,0
1240000,1,0,b111,0,b1110,1,0
1250000,1,0,b111,0,b1110,1,0
1260000,1,0,b111,0,b1110,1,0
1270000,1,0,b111,0,b1110,1,0
1275000,1,0,b111,0,b1110,1,0
1280000,1,0,b111,0,b1110,1,0
1290000,1,0,b111,0,b1110,1,0
1300000,1,0,b111,0,b1110,1,0
1310000,1,0,b111,0,b1110,1,0
1320000,1,0,b111,0,b1110,1,0
1325000,1,0,b111,0,b1110,1,0
1330000,1,0,b111,0,b1110,1,0
1340000,1,0,b111,0,b1110,1,0
1350000,1,0,b111,0,b1110,1,0
1360000,1,0,b111,0,b1110,1,0
1370000,1,0,b111,0,b1110,1,0
1375000,1,0,b111,0,b1110,1,0
1380000,1,0,b111,0,b1110,1,0
1390000,1,0,b111,0,b1110,1,0
1400000,1,0,b111,0,b1110,1,0
1410000,1,0,b111,0,b1110,1,0
1420000,1,0,b111,0,b1110,1,0
1430000,1,0,b111,0,b1110,1,0
1440000,1,0,b111,0,b1110,1,0
1450000,1,0,b111,0,b1110,1,0
1460000,1,0,b111,0,b1110,1,0
1470000,1,0,b111,0,b1110,1,0
1480000,1,0,b111,0,b1110,1,0
1490000,1,0,b111,0,b1110,1,0
1500000,1,0,b111,0,b1110,1,0
