Time (ns),spi_dual_tb.dut.irq,spi_dual_tb.dut.tx_ready,spi_dual_tb.ss_n,spi_dual_tb.dut.sclk,spi_dual_tb.dut.rx_valid,spi_dual_tb.rx_data,spi_dual_tb.dut.mosi,spi_dual_tb.dut.miso_out,spi_dual_tb.dut.busy,spi_dual_tb.CLOCK_DIVIDER,spi_dual_tb.DATA_WIDTH,spi_dual_tb.DEFAULT_DATA_ENABLED,spi_dual_tb.DEFAULT_DATA_VALUE,spi_dual_tb.FIFO_DEPTH,spi_dual_tb.MAX_SLAVES,spi_dual_tb.MODE,spi_dual_tb.MSB_FIRST,spi_dual_tb.NUM_SLAVES,spi_dual_tb.SLAVE_ACTIVE_LOW,spi_dual_tb.dut.clk,spi_dual_tb.dut.master_mode,spi_dual_tb.dut.miso,spi_dual_tb.dut.mosi_in,spi_dual_tb.dut.rst_n,spi_dual_tb.dut.sclk_in,spi_dual_tb.dut.ss_in,spi_dual_tb.tx_data,spi_dual_tb.dut.tx_valid,spi_dual_tb.dut.irq_clear,spi_dual_tb.dut.tx_data,spi_dual_tb.dut.ss_n,spi_dual_tb.dut.rx_data,spi_dual_tb.dut.CLOCK_DIVIDER,spi_dual_tb.dut.CPOL,spi_dual_tb.dut.DATA_WIDTH,spi_dual_tb.dut.DEFAULT_DATA_ENABLED,spi_dual_tb.dut.DEFAULT_DATA_VALUE,spi_dual_tb.dut.FIFO_DEPTH,spi_dual_tb.dut.MAX_SLAVES,spi_dual_tb.dut.MODE,spi_dual_tb.dut.MSB_FIRST,spi_dual_tb.dut.NUM_SLAVES,spi_dual_tb.dut.SAMPLE_ON_RISING,spi_dual_tb.dut.SLAVE_ACTIVE_LOW,spi_dual_tb.dut.SLAVE_TIMEOUT_CYCLES,spi_dual_tb.dut.default_data,spi_dual_tb.dut.master_bit_counter,spi_dual_tb.dut.master_busy,spi_dual_tb.dut.master_rx_data_buffer,spi_dual_tb.dut.master_rx_shift_reg,spi_dual_tb.dut.master_rx_valid_buffer,spi_dual_tb.dut.master_sclk_counter,spi_dual_tb.dut.master_sclk_en,spi_dual_tb.dut.master_ss_n_reg,spi_dual_tb.dut.master_start_rx,spi_dual_tb.dut.master_start_tx,spi_dual_tb.dut.master_tx_ready_buffer,spi_dual_tb.dut.master_tx_shift_reg,spi_dual_tb.dut.slave_bit_counter,spi_dual_tb.dut.slave_busy_buffer,spi_dual_tb.dut.slave_rx_data_buffer,spi_dual_tb.dut.slave_rx_valid_buffer,spi_dual_tb.dut.slave_sclk_last_state,spi_dual_tb.dut.slave_ss_last_state,spi_dual_tb.dut.slave_timeout_counter,spi_dual_tb.dut.slave_transaction_active,spi_dual_tb.dut.slave_tx_ready_buffer,spi_dual_tb.dut.slave_tx_shift_reg,spi_dual_tb.wait_master.MASTER_TX_TIMEOUT_CYCLES,spi_dual_tb.wait_master.timeout
440000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10,1,bx,b0,0,b0,1,b1110,0,0,0,b10010110100101101001011010010100,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b101
450000,0,0,b1110,0,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10,1,bx,b0,0,b1,1,b1110,0,0,0,b10010110100101101001011010010100,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b110
460000,0,0,b1110,0,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10,1,bx,b0,0,b1,1,b1110,0,0,0,b10010110100101101001011010010100,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b110
470000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10,1,bx,b0,0,b10,1,b1110,0,0,0,b10010110100101101001011010010100,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b111
480000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b10,1,bx,b0,0,b10,1,b1110,0,0,0,b10010110100101101001011010010100,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b111
490000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11,1,bx,b0,0,b0,1,b1110,0,0,0,b101101001011010010110100101000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1000
500000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11,1,bx,b0,0,b0,1,b1110,0,0,0,b101101001011010010110100101000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1000
510000,0,0,b1110,0,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11,1,bx,b0,0,b1,1,b1110,0,0,0,b101101001011010010110100101000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1001
520000,0,0,b1110,0,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11,1,bx,b0,0,b1,1,b1110,0,0,0,b101101001011010010110100101000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1001
530000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11,1,bx,b0,0,b10,1,b1110,0,0,0,b101101001011010010110100101000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1010
540000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b11,1,bx,b0,0,b10,1,b1110,0,0,0,b101101001011010010110100101000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1010
550000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100,1,bx,b0,0,b0,1,b1110,0,0,0,b1011010010110100101101001010000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1011
560000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100,1,bx,b0,0,b0,1,b1110,0,0,0,b1011010010110100101101001010000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1011
570000,0,0,b1110,0,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100,1,bx,b0,0,b1,1,b1110,0,0,0,b1011010010110100101101001010000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1100
580000,0,0,b1110,0,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100,1,bx,b0,0,b1,1,b1110,0,0,0,b1011010010110100101101001010000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1100
590000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100,1,bx,b0,0,b10,1,b1110,0,0,0,b1011010010110100101101001010000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1101
600000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100,1,bx,b0,0,b10,1,b1110,0,0,0,b1011010010110100101101001010000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1101
610000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b101,1,bx,b0,0,b0,1,b1110,0,0,0,b10110100101101001011010010100000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1110
620000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b101,1,bx,b0,0,b0,1,b1110,0,0,0,b10110100101101001011010010100000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1110
630000,0,0,b1110,0,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b101,1,bx,b0,0,b1,1,b1110,0,0,0,b10110100101101001011010010100000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1111
640000,0,0,b1110,0,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b101,1,bx,b0,0,b1,1,b1110,0,0,0,b10110100101101001011010010100000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b1111
650000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b101,1,bx,b0,0,b10,1,b1110,0,0,0,b10110100101101001011010010100000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b10000
660000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b101,1,bx,b0,0,b10,1,b1110,0,0,0,b10110100101101001011010010100000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b10000
670000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b110,1,bx,b0,0,b0,1,b1110,0,0,0,b1101001011010010110100101000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b10001
680000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b110,1,bx,b0,0,b0,1,b1110,0,0,0,b1101001011010010110100101000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b10001
690000,0,0,b1110,0,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b110,1,bx,b0,0,b1,1,b1110,0,0,0,b1101001011010010110100101000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b10010
700000,0,0,b1110,0,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b110,1,bx,b0,0,b1,1,b1110,0,0,0,b1101001011010010110100101000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b10010
710000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b110,1,bx,b0,0,b10,1,b1110,0,0,0,b1101001011010010110100101000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b10011
720000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b110,1,bx,b0,0,b10,1,b1110,0,0,0,b1101001011010010110100101000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b10011
730000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b111,1,bx,b0,0,b0,1,b1110,0,0,0,b11010010110100101101001010000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b10100
740000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b111,1,bx,b0,0,b0,1,b1110,0,0,0,b11010010110100101101001010000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b10100
750000,0,0,b1110,0,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b111,1,bx,b0,0,b1,1,b1110,0,0,0,b11010010110100101101001010000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b10101
760000,0,0,b1110,0,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b111,1,bx,b0,0,b1,1,b1110,0,0,0,b11010010110100101101001010000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b10101
770000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b111,1,bx,b0,0,b10,1,b1110,0,0,0,b11010010110100101101001010000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b10110
780000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b111,1,bx,b0,0,b10,1,b1110,0,0,0,b11010010110100101101001010000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b10110
790000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b1000,1,bx,b0,0,b0,1,b1110,0,0,0,b10100101101001011010010100000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b10111
800000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b1000,1,bx,b0,0,b0,1,b1110,0,0,0,b10100101101001011010010100000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b10111
810000,0,0,b1110,0,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b1000,1,bx,b0,0,b1,1,b1110,0,0,0,b10100101101001011010010100000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b11000
820000,0,0,b1110,0,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b1000,1,bx,b0,0,b1,1,b1110,0,0,0,b10100101101001011010010100000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b11000
830000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b1000,1,bx,b0,0,b10,1,b1110,0,0,0,b10100101101001011010010100000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b11001
840000,0,0,b1110,1,0,bx,1,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b1000,1,bx,b0,0,b10,1,b1110,0,0,0,b10100101101001011010010100000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b11001
850000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b1001,1,bx,b0,0,b0,1,b1110,0,0,0,b1001011010010110100101000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b11010
860000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b1001,1,bx,b0,0,b0,1,b1110,0,0,0,b1001011010010110100101000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b11010
870000,0,0,b1110,0,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b1001,1,bx,b0,0,b1,1,b1110,0,0,0,b1001011010010110100101000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b11011
880000,0,0,b1110,0,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b1001,1,bx,b0,0,b1,1,b1110,0,0,0,b1001011010010110100101000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b11011
890000,0,0,b1110,1,0,bx,0,0,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,1,0,0,1,1,1,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1110,bx,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b1001,1,bx,b0,0,b10,1,b1110,0,0,0,b1001011010010110100101000000000,b0,0,b0,0,1,1,b0,0,0,b10100101101001011010010110100101,b1001110001000,b11100
