Time (ns),spi_dual_tb.dut.irq,spi_dual_tb.dut.tx_ready,spi_dual_tb.ss_n,spi_dual_tb.dut.sclk,spi_dual_tb.dut.rx_valid,spi_dual_tb.rx_data,spi_dual_tb.dut.mosi,spi_dual_tb.dut.miso_out,spi_dual_tb.dut.busy,spi_dual_tb.CLOCK_DIVIDER,spi_dual_tb.DATA_WIDTH,spi_dual_tb.DEFAULT_DATA_ENABLED,spi_dual_tb.DEFAULT_DATA_VALUE,spi_dual_tb.FIFO_DEPTH,spi_dual_tb.MAX_SLAVES,spi_dual_tb.MODE,spi_dual_tb.MSB_FIRST,spi_dual_tb.NUM_SLAVES,spi_dual_tb.SLAVE_ACTIVE_LOW,spi_dual_tb.dut.clk,spi_dual_tb.dut.master_mode,spi_dual_tb.dut.miso,spi_dual_tb.dut.mosi_in,spi_dual_tb.dut.rst_n,spi_dual_tb.dut.sclk_in,spi_dual_tb.dut.ss_in,spi_dual_tb.tx_data,spi_dual_tb.dut.tx_valid,spi_dual_tb.dut.irq_clear,spi_dual_tb.dut.tx_data,spi_dual_tb.dut.ss_n,spi_dual_tb.dut.rx_data,spi_dual_tb.dut.CLOCK_DIVIDER,spi_dual_tb.dut.CPOL,spi_dual_tb.dut.DATA_WIDTH,spi_dual_tb.dut.DEFAULT_DATA_ENABLED,spi_dual_tb.dut.DEFAULT_DATA_VALUE,spi_dual_tb.dut.FIFO_DEPTH,spi_dual_tb.dut.MAX_SLAVES,spi_dual_tb.dut.MODE,spi_dual_tb.dut.MSB_FIRST,spi_dual_tb.dut.NUM_SLAVES,spi_dual_tb.dut.SAMPLE_ON_RISING,spi_dual_tb.dut.SLAVE_ACTIVE_LOW,spi_dual_tb.dut.SLAVE_TIMEOUT_CYCLES,spi_dual_tb.dut.default_data,spi_dual_tb.dut.master_bit_counter,spi_dual_tb.dut.master_busy,spi_dual_tb.dut.master_rx_data_buffer,spi_dual_tb.dut.master_rx_shift_reg,spi_dual_tb.dut.master_rx_valid_buffer,spi_dual_tb.dut.master_sclk_counter,spi_dual_tb.dut.master_sclk_en,spi_dual_tb.dut.master_ss_n_reg,spi_dual_tb.dut.master_start_rx,spi_dual_tb.dut.master_start_tx,spi_dual_tb.dut.master_tx_ready_buffer,spi_dual_tb.dut.master_tx_shift_reg,spi_dual_tb.dut.slave_bit_counter,spi_dual_tb.dut.slave_busy_buffer,spi_dual_tb.dut.slave_rx_data_buffer,spi_dual_tb.dut.slave_rx_valid_buffer,spi_dual_tb.dut.slave_sclk_last_state,spi_dual_tb.dut.slave_ss_last_state,spi_dual_tb.dut.slave_timeout_counter,spi_dual_tb.dut.slave_transaction_active,spi_dual_tb.dut.slave_tx_ready_buffer,spi_dual_tb.dut.slave_tx_shift_reg,spi_dual_tb.wait_master.MASTER_TX_TIMEOUT_CYCLES,spi_dual_tb.wait_master.timeout
3010000,0,1,b1111,0,0,b0,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b0,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1,1,b0,0,1,0,b101,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3020000,0,1,b1111,0,0,b0,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b0,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1,1,b0,0,1,0,b101,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3030000,0,1,b1111,0,0,b0,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b0,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1,1,b0,0,1,0,b110,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3040000,0,1,b1111,0,0,b0,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b0,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1,1,b0,0,1,0,b110,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3050000,0,1,b1111,0,0,b0,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b0,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1,1,b0,0,1,0,b111,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3060000,0,1,b1111,0,0,b0,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b0,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b1,1,b0,0,1,0,b111,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3070000,0,1,b1111,0,0,b1,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10,1,b1,0,0,0,b1000,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3080000,0,1,b1111,0,0,b1,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10,1,b1,0,0,0,b1000,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3090000,0,1,b1111,0,0,b1,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10,1,b1,0,0,0,b1001,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3100000,0,1,b1111,0,0,b1,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10,1,b1,0,0,0,b1001,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3110000,0,1,b1111,0,0,b1,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,0,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10,1,b1,0,1,0,b1010,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3120000,0,1,b1111,0,0,b1,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,0,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10,1,b1,0,1,0,b1010,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3130000,0,1,b1111,0,0,b1,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,0,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10,1,b1,0,1,0,b1011,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3140000,0,1,b1111,0,0,b1,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,0,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10,1,b1,0,1,0,b1011,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3150000,0,1,b1111,0,0,b1,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,0,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10,1,b1,0,1,0,b1100,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3160000,0,1,b1111,0,0,b1,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,0,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b10,1,b1,0,1,0,b1100,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3170000,0,1,b1111,0,0,b10,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,0,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11,1,b10,0,0,0,b1101,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3180000,0,1,b1111,0,0,b10,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,0,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11,1,b10,0,0,0,b1101,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3190000,0,1,b1111,0,0,b10,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,0,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11,1,b10,0,0,0,b1110,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3200000,0,1,b1111,0,0,b10,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,0,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11,1,b10,0,0,0,b1110,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3210000,0,1,b1111,0,0,b10,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11,1,b10,0,1,0,b1111,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3220000,0,1,b1111,0,0,b10,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11,1,b10,0,1,0,b1111,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3230000,0,1,b1111,0,0,b10,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11,1,b10,0,1,0,b10000,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3240000,0,1,b1111,0,0,b10,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11,1,b10,0,1,0,b10000,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3250000,0,1,b1111,0,0,b10,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11,1,b10,0,1,0,b10001,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3260000,0,1,b1111,0,0,b10,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b11,1,b10,0,1,0,b10001,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3270000,0,1,b1111,0,0,b101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b100,1,b101,0,0,0,b10010,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3280000,0,1,b1111,0,0,b101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b100,1,b101,0,0,0,b10010,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3290000,0,1,b1111,0,0,b101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b100,1,b101,0,0,0,b10011,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3300000,0,1,b1111,0,0,b101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b100,1,b101,0,0,0,b10011,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3310000,0,1,b1111,0,0,b101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b100,1,b101,0,1,0,b10100,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3320000,0,1,b1111,0,0,b101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b100,1,b101,0,1,0,b10100,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3330000,0,1,b1111,0,0,b101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b100,1,b101,0,1,0,b10101,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3340000,0,1,b1111,0,0,b101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b100,1,b101,0,1,0,b10101,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3350000,0,1,b1111,0,0,b101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b100,1,b101,0,1,0,b10110,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3360000,0,1,b1111,0,0,b101,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b101,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b100,1,b101,0,1,0,b10110,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3370000,0,1,b1111,0,0,b1011,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1011,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b101,1,b1011,0,0,0,b10111,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3380000,0,1,b1111,0,0,b1011,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1011,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b101,1,b1011,0,0,0,b10111,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3390000,0,1,b1111,0,0,b1011,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1011,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b101,1,b1011,0,0,0,b11000,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3400000,0,1,b1111,0,0,b1011,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,1,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1011,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b101,1,b1011,0,0,0,b11000,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3410000,0,1,b1111,0,0,b1011,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,0,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1011,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b101,1,b1011,0,1,0,b11001,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3420000,0,1,b1111,0,0,b1011,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,0,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1011,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b101,1,b1011,0,1,0,b11001,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3430000,0,1,b1111,0,0,b1011,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,0,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1011,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b101,1,b1011,0,1,0,b11010,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3440000,0,1,b1111,0,0,b1011,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,0,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1011,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b101,1,b1011,0,1,0,b11010,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3450000,0,1,b1111,0,0,b1011,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,0,1,1,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1011,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b101,1,b1011,0,1,0,b11011,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3460000,0,1,b1111,0,0,b1011,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,0,0,0,0,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b1011,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b101,1,b1011,0,1,0,b11011,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
3470000,0,1,b1111,0,0,b10110,0,1,1,b10,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b1,1,0,0,0,1,0,0,b10100101101001011010010110100101,0,0,b10100101101001011010010110100101,b1111,b10110,b10,b1,b100000,b0,b10100101101001011010010110100101,b10000,b1000,b10,b1,b100,b0,b1,b11001000,b10100101101001011010010110100101,b100000,0,b0,b0,1,b0,0,b1111,0,0,1,b0,b110,1,b10110,0,0,0,b11100,1,1,b10100101101001011010010110100101,b1001110001000,b1100011
